event_id,window,signal_date,outcome_label,regime,block_label,descriptor,family,raw_value,quantile_bin,history_count,feature_date,max_input_dt
2021H1:early_ex04_exit:20210616,2021H1,2021-06-16,false_exit,uptrend,joint_margin_block,return_volume_corr10,price_volume_structure,0.21581725131792365,Q3,131,2021-06-16,2021-06-16
2021H1:early_ex04_exit:20210616,2021H1,2021-06-16,false_exit,uptrend,joint_margin_block,log_volume_slope5,price_volume_structure,0.023665378214690946,Q4,137,2021-06-16,2021-06-16
2021H1:early_ex04_exit:20210616,2021H1,2021-06-16,false_exit,uptrend,joint_margin_block,intraday_down_volume_share,intraday_weekly_structure,0.7970677329475685,Q5,141,2021-06-16,2021-06-16
2021H1:early_ex04_exit:20210616,2021H1,2021-06-16,false_exit,uptrend,joint_margin_block,intraday_realized_vol_to20,intraday_weekly_structure,1.3299068353431376,Q4,121,2021-06-16,2021-06-16
2021H1:early_ex04_exit:20210616,2021H1,2021-06-16,false_exit,uptrend,joint_margin_block,intraday_close_location,intraday_weekly_structure,0.021276595744683165,Q1,141,2021-06-16,2021-06-16
2021H1:early_ex04_exit:20210616,2021H1,2021-06-16,false_exit,uptrend,joint_margin_block,last4_30m_return,intraday_weekly_structure,-0.0041522491349480495,Q2,141,2021-06-16,2021-06-16
2021H1:early_ex04_exit:20210616,2021H1,2021-06-16,false_exit,uptrend,joint_margin_block,weekly_close_to_ma10,intraday_weekly_structure,0.08199617253054603,Q5,20,2021-06-11,2021-06-11
2021H2:early_ex04_exit:20210706,2021H2,2021-07-06,false_exit,uptrend,joint_margin_block,close_to_ma20,trend_geometry,0.019646046436109676,Q3,136,2021-07-06,2021-07-06
2021H2:early_ex04_exit:20210706,2021H2,2021-07-06,false_exit,uptrend,joint_margin_block,ma20_slope5,trend_geometry,0.02285182847842715,Q5,131,2021-07-06,2021-07-06
2021H2:early_ex04_exit:20210706,2021H2,2021-07-06,false_exit,uptrend,joint_margin_block,ma10_ma20_spread,trend_geometry,0.03042701737294995,Q5,136,2021-07-06,2021-07-06
2021H2:early_ex04_exit:20210706,2021H2,2021-07-06,false_exit,uptrend,joint_margin_block,drawdown_from_high20,trend_geometry,-0.04268292682926822,Q2,136,2021-07-06,2021-07-06
2021H2:early_ex04_exit:20210706,2021H2,2021-07-06,false_exit,uptrend,joint_margin_block,close_location20,trend_geometry,0.6534653465346542,Q3,136,2021-07-06,2021-07-06
2021H2:early_ex04_exit:20210706,2021H2,2021-07-06,false_exit,uptrend,joint_margin_block,return5,trend_geometry,-0.017521902377972465,Q2,150,2021-07-06,2021-07-06
2021H2:early_ex04_exit:20210706,2021H2,2021-07-06,false_exit,uptrend,joint_margin_block,return10,trend_geometry,0.008997429305912519,Q3,145,2021-07-06,2021-07-06
2021H2:early_ex04_exit:20210706,2021H2,2021-07-06,false_exit,uptrend,joint_margin_block,prior_low10_buffer,trend_geometry,0.024804177545691974,Q2,145,2021-07-06,2021-07-06
2021H2:early_ex04_exit:20210706,2021H2,2021-07-06,false_exit,uptrend,joint_margin_block,atr5_to_atr20,pullback_energy,1.1999999999999988,Q4,136,2021-07-06,2021-07-06
2021H2:early_ex04_exit:20210706,2021H2,2021-07-06,false_exit,uptrend,joint_margin_block,tr_to_atr20,pullback_energy,1.8292682926829256,Q5,136,2021-07-06,2021-07-06
2021H2:early_ex04_exit:20210706,2021H2,2021-07-06,false_exit,uptrend,joint_margin_block,realized_vol5_to20,pullback_energy,1.2576315997531702,Q4,135,2021-07-06,2021-07-06
2021H2:early_ex04_exit:20210706,2021H2,2021-07-06,false_exit,uptrend,joint_margin_block,downside_semivol5_to20,pullback_energy,1.4856541409541122,Q5,135,2021-07-06,2021-07-06
2021H2:early_ex04_exit:20210706,2021H2,2021-07-06,false_exit,uptrend,joint_margin_block,negative_day_share5,pullback_energy,0.6,Q4,150,2021-07-06,2021-07-06
2021H2:early_ex04_exit:20210706,2021H2,2021-07-06,false_exit,uptrend,joint_margin_block,max_drawdown5_to_atr20,pullback_energy,1.318813188131876,Q4,136,2021-07-06,2021-07-06
2021H2:early_ex04_exit:20210706,2021H2,2021-07-06,false_exit,uptrend,joint_margin_block,daily_close_location,pullback_energy,0.2933333333333338,Q2,155,2021-07-06,2021-07-06
2021H2:early_ex04_exit:20210706,2021H2,2021-07-06,false_exit,uptrend,joint_margin_block,gap_abs_to_atr20,pullback_energy,0.0,Q1,136,2021-07-06,2021-07-06
2021H2:early_ex04_exit:20210706,2021H2,2021-07-06,false_exit,uptrend,joint_margin_block,volume5_to20,price_volume_structure,1.0459579728766804,Q4,136,2021-07-06,2021-07-06
2021H2:early_ex04_exit:20210706,2021H2,2021-07-06,false_exit,uptrend,joint_margin_block,volume_t_to20,price_volume_structure,1.008529144307504,Q4,136,2021-07-06,2021-07-06
2021H2:early_ex04_exit:20210706,2021H2,2021-07-06,false_exit,uptrend,joint_margin_block,down_up_volume_ratio10,price_volume_structure,1.0462513456314673,Q4,146,2021-07-06,2021-07-06
2021H2:early_ex04_exit:20210706,2021H2,2021-07-06,false_exit,uptrend,joint_margin_block,signed_volume_imbalance5,price_volume_structure,-0.213132125565439,Q2,151,2021-07-06,2021-07-06
2021H2:early_ex04_exit:20210706,2021H2,2021-07-06,false_exit,uptrend,joint_margin_block,signed_volume_imbalance10,price_volume_structure,0.1782026174073571,Q3,146,2021-07-06,2021-07-06
2021H2:early_ex04_exit:20210706,2021H2,2021-07-06,false_exit,uptrend,joint_margin_block,return_volume_corr10,price_volume_structure,-0.2764657399196715,Q2,145,2021-07-06,2021-07-06
2021H2:early_ex04_exit:20210706,2021H2,2021-07-06,false_exit,uptrend,joint_margin_block,log_volume_slope5,price_volume_structure,-0.0020479108036454362,Q3,151,2021-07-06,2021-07-06
2021H2:early_ex04_exit:20210706,2021H2,2021-07-06,false_exit,uptrend,joint_margin_block,intraday_down_volume_share,intraday_weekly_structure,0.38051178935561036,Q3,155,2021-07-06,2021-07-06
2021H2:early_ex04_exit:20210706,2021H2,2021-07-06,false_exit,uptrend,joint_margin_block,intraday_realized_vol_to20,intraday_weekly_structure,1.7826228570705969,Q5,135,2021-07-06,2021-07-06
2021H2:early_ex04_exit:20210706,2021H2,2021-07-06,false_exit,uptrend,joint_margin_block,intraday_close_location,intraday_weekly_structure,0.2933333333333338,Q2,155,2021-07-06,2021-07-06
2021H2:early_ex04_exit:20210706,2021H2,2021-07-06,false_exit,uptrend,joint_margin_block,last4_30m_return,intraday_weekly_structure,0.0019144862795150708,Q4,155,2021-07-06,2021-07-06
2021H2:early_ex04_exit:20210706,2021H2,2021-07-06,false_exit,uptrend,joint_margin_block,weekly_close_to_ma10,intraday_weekly_structure,0.09645449469570089,Q5,23,2021-07-02,2021-07-02
2021H2:early_ex04_exit:20211223,2021H2,2021-12-23,protective_exit,sideways,joint_margin_block,close_to_ma20,trend_geometry,-0.03178350268568875,Q1,251,2021-12-23,2021-12-23
2021H2:early_ex04_exit:20211223,2021H2,2021-12-23,protective_exit,sideways,joint_margin_block,ma20_slope5,trend_geometry,-0.014830294246519937,Q1,246,2021-12-23,2021-12-23
2021H2:early_ex04_exit:20211223,2021H2,2021-12-23,protective_exit,sideways,joint_margin_block,ma10_ma20_spread,trend_geometry,-0.010161141332238444,Q2,251,2021-12-23,2021-12-23
2021H2:early_ex04_exit:20211223,2021H2,2021-12-23,protective_exit,sideways,joint_margin_block,drawdown_from_high20,trend_geometry,-0.06846609611586563,Q2,251,2021-12-23,2021-12-23
2021H2:early_ex04_exit:20211223,2021H2,2021-12-23,protective_exit,sideways,joint_margin_block,close_location20,trend_geometry,0.11111111111111216,Q1,251,2021-12-23,2021-12-23
2021H2:early_ex04_exit:20211223,2021H2,2021-12-23,protective_exit,sideways,joint_margin_block,return5,trend_geometry,-0.03412969283276457,Q1,252,2021-12-23,2021-12-23
2021H2:early_ex04_exit:20211223,2021H2,2021-12-23,protective_exit,sideways,joint_margin_block,return10,trend_geometry,-0.03610354223433243,Q1,252,2021-12-23,2021-12-23
2021H2:early_ex04_exit:20211223,2021H2,2021-12-23,protective_exit,sideways,joint_margin_block,prior_low10_buffer,trend_geometry,0.009272467902995851,Q1,252,2021-12-23,2021-12-23
2021H2:early_ex04_exit:20211223,2021H2,2021-12-23,protective_exit,sideways,joint_margin_block,atr5_to_atr20,pullback_energy,0.9512195121951232,Q2,251,2021-12-23,2021-12-23
2021H2:early_ex04_exit:20211223,2021H2,2021-12-23,protective_exit,sideways,joint_margin_block,tr_to_atr20,pullback_energy,0.5691056910569108,Q1,251,2021-12-23,2021-12-23
2021H2:early_ex04_exit:20211223,2021H2,2021-12-23,protective_exit,sideways,joint_margin_block,realized_vol5_to20,pullback_energy,1.0283310723893875,Q3,250,2021-12-23,2021-12-23
2021H2:early_ex04_exit:20211223,2021H2,2021-12-23,protective_exit,sideways,joint_margin_block,downside_semivol5_to20,pullback_energy,1.2129769452232715,Q4,250,2021-12-23,2021-12-23
2021H2:early_ex04_exit:20211223,2021H2,2021-12-23,protective_exit,sideways,joint_margin_block,negative_day_share5,pullback_energy,0.6,Q3,252,2021-12-23,2021-12-23
2021H2:early_ex04_exit:20211223,2021H2,2021-12-23,protective_exit,sideways,joint_margin_block,max_drawdown5_to_atr20,pullback_energy,1.3172593557996728,Q4,251,2021-12-23,2021-12-23
2021H2:early_ex04_exit:20211223,2021H2,2021-12-23,protective_exit,sideways,joint_margin_block,daily_close_location,pullback_energy,0.7857142857142937,Q4,252,2021-12-23,2021-12-23
2021H2:early_ex04_exit:20211223,2021H2,2021-12-23,protective_exit,sideways,joint_margin_block,gap_abs_to_atr20,pullback_energy,0.12195121951218833,Q3,251,2021-12-23,2021-12-23
2021H2:early_ex04_exit:20211223,2021H2,2021-12-23,protective_exit,sideways,joint_margin_block,volume5_to20,price_volume_structure,0.9202640345656388,Q2,251,2021-12-23,2021-12-23
2021H2:early_ex04_exit:20211223,2021H2,2021-12-23,protective_exit,sideways,joint_margin_block,volume_t_to20,price_volume_structure,0.7080167627849269,Q1,251,2021-12-23,2021-12-23
2021H2:early_ex04_exit:20211223,2021H2,2021-12-23,protective_exit,sideways,joint_margin_block,down_up_volume_ratio10,price_volume_structure,1.1966042785929414,Q5,252,2021-12-23,2021-12-23
2021H2:early_ex04_exit:20211223,2021H2,2021-12-23,protective_exit,sideways,joint_margin_block,signed_volume_imbalance5,price_volume_structure,-0.37015379078358385,Q2,252,2021-12-23,2021-12-23
2021H2:early_ex04_exit:20211223,2021H2,2021-12-23,protective_exit,sideways,joint_margin_block,signed_volume_imbalance10,price_volume_structure,-0.2844125344596295,Q1,252,2021-12-23,2021-12-23
2021H2:early_ex04_exit:20211223,2021H2,2021-12-23,protective_exit,sideways,joint_margin_block,return_volume_corr10,price_volume_structure,-0.39462084777369555,Q1,252,2021-12-23,2021-12-23
2021H2:early_ex04_exit:20211223,2021H2,2021-12-23,protective_exit,sideways,joint_margin_block,log_volume_slope5,price_volume_structure,-0.14990425442196553,Q1,252,2021-12-23,2021-12-23
2021H2:early_ex04_exit:20211223,2021H2,2021-12-23,protective_exit,sideways,joint_margin_block,intraday_down_volume_share,intraday_weekly_structure,0.43254236743721025,Q3,252,2021-12-23,2021-12-23
2021H2:early_ex04_exit:20211223,2021H2,2021-12-23,protective_exit,sideways,joint_margin_block,intraday_realized_vol_to20,intraday_weekly_structure,0.816651537734544,Q2,250,2021-12-23,2021-12-23
2021H2:early_ex04_exit:20211223,2021H2,2021-12-23,protective_exit,sideways,joint_margin_block,intraday_close_location,intraday_weekly_structure,0.7857142857142937,Q4,252,2021-12-23,2021-12-23
2021H2:early_ex04_exit:20211223,2021H2,2021-12-23,protective_exit,sideways,joint_margin_block,last4_30m_return,intraday_weekly_structure,-0.002115655853314413,Q2,252,2021-12-23,2021-12-23
2021H2:early_ex04_exit:20211223,2021H2,2021-12-23,protective_exit,sideways,joint_margin_block,weekly_close_to_ma10,intraday_weekly_structure,-0.008463496869194231,Q2,26,2021-12-17,2021-12-17
2022H1:early_ex04_exit:20220120,2022H1,2022-01-20,protective_exit,sideways,independent_double_block,close_to_ma20,trend_geometry,-0.022990593106454016,Q2,252,2022-01-20,2022-01-20
2022H1:early_ex04_exit:20220120,2022H1,2022-01-20,protective_exit,sideways,independent_double_block,ma20_slope5,trend_geometry,-0.011914588193073672,Q2,252,2022-01-20,2022-01-20
2022H1:early_ex04_exit:20220120,2022H1,2022-01-20,protective_exit,sideways,independent_double_block,ma10_ma20_spread,trend_geometry,-0.016961464424508632,Q2,252,2022-01-20,2022-01-20
2022H1:early_ex04_exit:20220120,2022H1,2022-01-20,protective_exit,sideways,independent_double_block,drawdown_from_high20,trend_geometry,-0.06855955678670356,Q2,252,2022-01-20,2022-01-20
2022H1:early_ex04_exit:20220120,2022H1,2022-01-20,protective_exit,sideways,independent_double_block,close_location20,trend_geometry,0.13913043478260884,Q1,252,2022-01-20,2022-01-20
2022H1:early_ex04_exit:20220120,2022H1,2022-01-20,protective_exit,sideways,independent_double_block,return5,trend_geometry,0.006736526946107713,Q3,252,2022-01-20,2022-01-20
2022H1:early_ex04_exit:20220120,2022H1,2022-01-20,protective_exit,sideways,independent_double_block,return10,trend_geometry,-0.013206162876008842,Q3,252,2022-01-20,2022-01-20
2022H1:early_ex04_exit:20220120,2022H1,2022-01-20,protective_exit,sideways,independent_double_block,prior_low10_buffer,trend_geometry,0.012039127163280705,Q2,252,2022-01-20,2022-01-20
2022H1:early_ex04_exit:20220120,2022H1,2022-01-20,protective_exit,sideways,independent_double_block,atr5_to_atr20,pullback_energy,1.0766208251473468,Q4,252,2022-01-20,2022-01-20
2022H1:early_ex04_exit:20220120,2022H1,2022-01-20,protective_exit,sideways,independent_double_block,tr_to_atr20,pullback_energy,0.98231827111984,Q3,252,2022-01-20,2022-01-20
2022H1:early_ex04_exit:20220120,2022H1,2022-01-20,protective_exit,sideways,independent_double_block,realized_vol5_to20,pullback_energy,1.006540318514094,Q3,252,2022-01-20,2022-01-20
2022H1:early_ex04_exit:20220120,2022H1,2022-01-20,protective_exit,sideways,independent_double_block,downside_semivol5_to20,pullback_energy,0.7468857403291405,Q2,252,2022-01-20,2022-01-20
2022H1:early_ex04_exit:20220120,2022H1,2022-01-20,protective_exit,sideways,independent_double_block,negative_day_share5,pullback_energy,0.4,Q1,252,2022-01-20,2022-01-20
2022H1:early_ex04_exit:20220120,2022H1,2022-01-20,protective_exit,sideways,independent_double_block,max_drawdown5_to_atr20,pullback_energy,1.3030141998059597,Q4,252,2022-01-20,2022-01-20
2022H1:early_ex04_exit:20220120,2022H1,2022-01-20,protective_exit,sideways,independent_double_block,daily_close_location,pullback_energy,0.1199999999999961,Q1,252,2022-01-20,2022-01-20
2022H1:early_ex04_exit:20220120,2022H1,2022-01-20,protective_exit,sideways,independent_double_block,gap_abs_to_atr20,pullback_energy,0.07858546168958809,Q3,252,2022-01-20,2022-01-20
2022H1:early_ex04_exit:20220120,2022H1,2022-01-20,protective_exit,sideways,independent_double_block,volume5_to20,price_volume_structure,1.1379435767960675,Q5,252,2022-01-20,2022-01-20
2022H1:early_ex04_exit:20220120,2022H1,2022-01-20,protective_exit,sideways,independent_double_block,volume_t_to20,price_volume_structure,1.0734327861866082,Q4,252,2022-01-20,2022-01-20
2022H1:early_ex04_exit:20220120,2022H1,2022-01-20,protective_exit,sideways,independent_double_block,down_up_volume_ratio10,price_volume_structure,0.9401820929576952,Q2,252,2022-01-20,2022-01-20
2022H1:early_ex04_exit:20220120,2022H1,2022-01-20,protective_exit,sideways,independent_double_block,signed_volume_imbalance5,price_volume_structure,0.28315298171964826,Q4,252,2022-01-20,2022-01-20
2022H1:early_ex04_exit:20220120,2022H1,2022-01-20,protective_exit,sideways,independent_double_block,signed_volume_imbalance10,price_volume_structure,0.030831078824728186,Q4,252,2022-01-20,2022-01-20
2022H1:early_ex04_exit:20220120,2022H1,2022-01-20,protective_exit,sideways,independent_double_block,return_volume_corr10,price_volume_structure,0.1906817867803879,Q4,252,2022-01-20,2022-01-20
2022H1:early_ex04_exit:20220120,2022H1,2022-01-20,protective_exit,sideways,independent_double_block,log_volume_slope5,price_volume_structure,-0.03670601698930973,Q2,252,2022-01-20,2022-01-20
2022H1:early_ex04_exit:20220120,2022H1,2022-01-20,protective_exit,sideways,independent_double_block,intraday_down_volume_share,intraday_weekly_structure,0.7080408075845099,Q4,252,2022-01-20,2022-01-20
2022H1:early_ex04_exit:20220120,2022H1,2022-01-20,protective_exit,sideways,independent_double_block,intraday_realized_vol_to20,intraday_weekly_structure,0.7724868388849981,Q2,252,2022-01-20,2022-01-20
2022H1:early_ex04_exit:20220120,2022H1,2022-01-20,protective_exit,sideways,independent_double_block,intraday_close_location,intraday_weekly_structure,0.1199999999999961,Q1,252,2022-01-20,2022-01-20
2022H1:early_ex04_exit:20220120,2022H1,2022-01-20,protective_exit,sideways,independent_double_block,last4_30m_return,intraday_weekly_structure,-0.006646971935007517,Q1,252,2022-01-20,2022-01-20
2022H1:early_ex04_exit:20220120,2022H1,2022-01-20,protective_exit,sideways,independent_double_block,weekly_close_to_ma10,intraday_weekly_structure,-0.0628690517540813,Q2,26,2022-01-14,2022-01-14
2022H1:early_ex04_exit:20220303,2022H1,2022-03-03,protective_exit,downtrend,independent_double_block,close_to_ma20,trend_geometry,-0.0013246096415525654,Q3,252,2022-03-03,2022-03-03
2022H1:early_ex04_exit:20220303,2022H1,2022-03-03,protective_exit,downtrend,independent_double_block,ma20_slope5,trend_geometry,-0.009265887218643298,Q3,252,2022-03-03,2022-03-03
2022H1:early_ex04_exit:20220303,2022H1,2022-03-03,protective_exit,downtrend,independent_double_block,ma10_ma20_spread,trend_geometry,0.0071047244410546995,Q4,252,2022-03-03,2022-03-03
2022H1:early_ex04_exit:20220303,2022H1,2022-03-03,protective_exit,downtrend,independent_double_block,drawdown_from_high20,trend_geometry,-0.040863531225905914,Q3,252,2022-03-03,2022-03-03
2022H1:early_ex04_exit:20220303,2022H1,2022-03-03,protective_exit,downtrend,independent_double_block,close_location20,trend_geometry,0.5267857142857143,Q3,252,2022-03-03,2022-03-03
2022H1:early_ex04_exit:20220303,2022H1,2022-03-03,protective_exit,downtrend,independent_double_block,return5,trend_geometry,-0.004003202562049779,Q3,252,2022-03-03,2022-03-03
2022H1:early_ex04_exit:20220303,2022H1,2022-03-03,protective_exit,downtrend,independent_double_block,return10,trend_geometry,0.003225806451612856,Q3,252,2022-03-03,2022-03-03
2022H1:early_ex04_exit:20220303,2022H1,2022-03-03,protective_exit,downtrend,independent_double_block,prior_low10_buffer,trend_geometry,0.03494176372712143,Q3,252,2022-03-03,2022-03-03
2022H1:early_ex04_exit:20220303,2022H1,2022-03-03,protective_exit,downtrend,independent_double_block,atr5_to_atr20,pullback_energy,0.992857142857142,Q3,252,2022-03-03,2022-03-03
2022H1:early_ex04_exit:20220303,2022H1,2022-03-03,protective_exit,downtrend,independent_double_block,tr_to_atr20,pullback_energy,0.9999999999999937,Q3,252,2022-03-03,2022-03-03
2022H1:early_ex04_exit:20220303,2022H1,2022-03-03,protective_exit,downtrend,independent_double_block,realized_vol5_to20,pullback_energy,0.9789349202338946,Q3,252,2022-03-03,2022-03-03
2022H1:early_ex04_exit:20220303,2022H1,2022-03-03,protective_exit,downtrend,independent_double_block,downside_semivol5_to20,pullback_energy,0.9138122818396922,Q3,252,2022-03-03,2022-03-03
2022H1:early_ex04_exit:20220303,2022H1,2022-03-03,protective_exit,downtrend,independent_double_block,negative_day_share5,pullback_energy,0.6,Q3,252,2022-03-03,2022-03-03
2022H1:early_ex04_exit:20220303,2022H1,2022-03-03,protective_exit,downtrend,independent_double_block,max_drawdown5_to_atr20,pullback_energy,1.3505177597149518,Q4,252,2022-03-03,2022-03-03
2022H1:early_ex04_exit:20220303,2022H1,2022-03-03,protective_exit,downtrend,independent_double_block,daily_close_location,pullback_energy,0.035714285714282035,Q1,252,2022-03-03,2022-03-03
2022H1:early_ex04_exit:20220303,2022H1,2022-03-03,protective_exit,downtrend,independent_double_block,gap_abs_to_atr20,pullback_energy,0.17857142857143768,Q4,252,2022-03-03,2022-03-03
2022H1:early_ex04_exit:20220303,2022H1,2022-03-03,protective_exit,downtrend,independent_double_block,volume5_to20,price_volume_structure,1.0377696700588845,Q3,252,2022-03-03,2022-03-03
2022H1:early_ex04_exit:20220303,2022H1,2022-03-03,protective_exit,downtrend,independent_double_block,volume_t_to20,price_volume_structure,0.9282627459093415,Q2,252,2022-03-03,2022-03-03
2022H1:early_ex04_exit:20220303,2022H1,2022-03-03,protective_exit,downtrend,independent_double_block,down_up_volume_ratio10,price_volume_structure,0.8752981241307999,Q2,252,2022-03-03,2022-03-03
2022H1:early_ex04_exit:20220303,2022H1,2022-03-03,protective_exit,downtrend,independent_double_block,signed_volume_imbalance5,price_volume_structure,-0.13851269627233245,Q3,252,2022-03-03,2022-03-03
2022H1:early_ex04_exit:20220303,2022H1,2022-03-03,protective_exit,downtrend,independent_double_block,signed_volume_imbalance10,price_volume_structure,-0.24853335461259116,Q2,252,2022-03-03,2022-03-03
2022H1:early_ex04_exit:20220303,2022H1,2022-03-03,protective_exit,downtrend,independent_double_block,return_volume_corr10,price_volume_structure,0.5933187731904724,Q5,252,2022-03-03,2022-03-03
2022H1:early_ex04_exit:20220303,2022H1,2022-03-03,protective_exit,downtrend,independent_double_block,log_volume_slope5,price_volume_structure,-0.051616536228769404,Q1,252,2022-03-03,2022-03-03
2022H1:early_ex04_exit:20220303,2022H1,2022-03-03,protective_exit,downtrend,independent_double_block,intraday_down_volume_share,intraday_weekly_structure,0.77157468590978,Q5,252,2022-03-03,2022-03-03
2022H1:early_ex04_exit:20220303,2022H1,2022-03-03,protective_exit,downtrend,independent_double_block,intraday_realized_vol_to20,intraday_weekly_structure,1.0760121398654072,Q3,252,2022-03-03,2022-03-03
2022H1:early_ex04_exit:20220303,2022H1,2022-03-03,protective_exit,downtrend,independent_double_block,intraday_close_location,intraday_weekly_structure,0.035714285714282035,Q1,252,2022-03-03,2022-03-03
2022H1:early_ex04_exit:20220303,2022H1,2022-03-03,protective_exit,downtrend,independent_double_block,last4_30m_return,intraday_weekly_structure,-0.0071827613727054596,Q1,252,2022-03-03,2022-03-03
2022H1:early_ex04_exit:20220303,2022H1,2022-03-03,protective_exit,downtrend,independent_double_block,weekly_close_to_ma10,intraday_weekly_structure,-0.04041544366674199,Q3,26,2022-02-25,2022-02-25
2022H1:early_ex04_exit:20220324,2022H1,2022-03-24,protective_exit,downtrend,independent_double_block,close_to_ma20,trend_geometry,-0.02741895157929819,Q2,252,2022-03-24,2022-03-24
2022H1:early_ex04_exit:20220324,2022H1,2022-03-24,protective_exit,downtrend,independent_double_block,ma20_slope5,trend_geometry,-0.013726779549564472,Q2,252,2022-03-24,2022-03-24
2022H1:early_ex04_exit:20220324,2022H1,2022-03-24,protective_exit,downtrend,independent_double_block,ma10_ma20_spread,trend_geometry,-0.025835486290524123,Q1,252,2022-03-24,2022-03-24
2022H1:early_ex04_exit:20220324,2022H1,2022-03-24,protective_exit,downtrend,independent_double_block,drawdown_from_high20,trend_geometry,-0.0974477958236658,Q1,252,2022-03-24,2022-03-24
2022H1:early_ex04_exit:20220324,2022H1,2022-03-24,protective_exit,downtrend,independent_double_block,close_location20,trend_geometry,0.3368421052631583,Q3,252,2022-03-24,2022-03-24
2022H1:early_ex04_exit:20220324,2022H1,2022-03-24,protective_exit,downtrend,independent_double_block,return5,trend_geometry,-0.007653061224489721,Q2,252,2022-03-24,2022-03-24
2022H1:early_ex04_exit:20220324,2022H1,2022-03-24,protective_exit,downtrend,independent_double_block,return10,trend_geometry,-0.016849199663016012,Q2,252,2022-03-24,2022-03-24
