entry_signal_date,entry_date,year,entry_price,three_session_return,negative_session_count_3,path_monotonicity_3,largest_move_share_3,volatility_20,volatility_bucket,downtrend_60,exit_date_3,exit_price_3,net_return_3,exit_date_4,exit_price_4,net_return_4,exit_date_5,exit_price_5,net_return_5,exit_date_6,exit_price_6,net_return_6,exit_date_7,exit_price_7,net_return_7,exit_date_8,exit_price_8,net_return_8,exit_date_10,exit_price_10,net_return_10,band_return_4_6
2023-07-18,2023-07-19,2023,0.9478774,-0.005315110098709108,3.0,0.998615093784057,0.642698849249221,0.1432251108091267,LOW,True,2023-07-24,0.9315784,-0.018177575331554507,2023-07-25,0.9377358,-0.01168808030069779,2023-07-26,0.9446176,-0.004435115266210876,2023-07-27,0.9431688,-0.005962055273471156,2023-07-28,0.930854,-0.018941045335184814,2023-07-31,0.9428066000000002,-0.0063437902752861985,2023-08-02,0.9475152,-0.0013812352516899828,-0.007361750280126607
2023-08-28,2023-08-29,2023,0.8645714000000001,-0.009147609147609037,1.0,0.39144535662114993,0.6933492696355551,0.14180283155607584,LOW,True,2023-09-01,0.8913742,0.029970770793907642,2023-09-04,0.8917364000000001,0.03038928797017504,2023-09-05,0.9015158,0.04168925172939297,2023-09-06,0.8946340000000002,0.03373742538031377,2023-09-07,0.9015158,0.04168925172939297,2023-09-08,0.8852168,0.022855978797362786,2023-09-12,0.8986182,0.038341114319254244,0.03527198835996059
2023-10-11,2023-10-12,2023,0.8866656,-0.005308289097590846,2.0,0.5635067286993184,0.43346671438409745,0.1385565439272719,LOW,True,2023-10-17,0.8772484000000002,-0.011609799675325605,2023-10-18,0.8725398,-0.016914949388051048,2023-10-19,0.8580518000000001,-0.033238486965667335,2023-10-20,0.8497212000000001,-0.042624521072796795,2023-10-23,0.8392174000000001,-0.054459085816568664,2023-10-24,0.8221940000000001,-0.07363924247026798,2023-10-26,0.8388552,-0.05486717425600918,-0.03092598580883839
2023-11-02,2023-11-03,2023,0.8616738,-0.017398508699254522,3.0,0.9955031432976401,0.6203757028270894,0.17847577848521495,MEDIUM,True,2023-11-08,0.8892010000000001,0.03091476539998217,2023-11-09,0.8920986000000001,0.034274161784177526,2023-11-10,0.8863034000000001,0.02755536901578659,2023-11-13,0.8899254,0.031754614496030786,2023-11-14,0.8953584,0.03805348271639719,2023-11-15,0.907311,0.05191099280120359,2023-11-17,0.8942718,0.03679370907232404,0.031194715098664966
2024-01-19,2024-01-22,2024,0.773297,-0.04260089686098656,3.0,0.989368965863975,0.6456934303533297,0.20057391775386926,MEDIUM,True,2024-01-25,0.749754,-0.03141403537107301,2024-01-26,0.7758324,0.002275911224715488,2024-01-29,0.7675018000000001,-0.008486155048938904,2024-01-30,0.74251,-0.04077235386990319,2024-01-31,0.7247622,-0.0637002341920373,2024-02-01,0.695424,-0.10160142411229967,2024-02-05,0.659204,-0.14839301660645077,-0.015660865898042203
2024-11-26,2024-11-27,2024,0.8776106,-0.0460086511993707,2.0,0.8325142225928415,0.6830885928966898,0.33290376888886597,HIGH,False,2024-12-02,0.9105708,0.03651970960454576,2024-12-03,0.929043,0.0575469590833968,2024-12-04,0.9246966,0.05259937097072598,2024-12-05,0.910933,0.036932008613934864,2024-12-06,0.9239722,0.051774772951947545,2024-12-09,0.9333894,0.06249454719606784,2024-12-11,0.9341138,0.06331914521484627,0.04902611288935255
2025-03-25,2025-03-26,2025,0.926992,-0.03478593272171249,3.0,0.9900297306123066,0.5874901698138983,0.20972407744482513,MEDIUM,False,2025-03-31,0.918896,-0.00972439544419923,2025-04-01,0.917424,-0.011310740024985444,2025-04-02,0.918896,-0.00972439544419923,2025-04-03,0.917056,-0.011707326170181998,2025-04-07,0.867376,-0.06524645577171706,2025-04-08,0.809232,-0.12790706671277308,2025-04-10,0.84456,-0.0898347967739036,-0.01091415387978889
2025-05-23,2025-05-26,2025,0.8835679999999999,-0.024766544863986883,3.0,0.9928247707210417,0.5107716286232555,0.16399286710873928,LOW,True,2025-05-29,0.885776,0.001496960807393366,2025-05-30,0.896816,0.0139792660937339,2025-06-03,0.888352,0.004409498707539594,2025-06-04,0.896816,0.0139792660937339,2025-06-05,0.904912,0.023132956637050395,2025-06-06,0.912272,0.0314544934946106,2025-06-10,0.92,0.04019210719504929,0.010789343631669132
2025-06-19,2025-06-20,2025,0.8957120000000001,-0.01455721795390219,3.0,0.9978765509147337,0.8335862418633118,0.13835010645186205,LOW,False,2025-06-25,0.918528,0.02444751330168926,2025-06-26,0.930304,0.03758145577991612,2025-06-27,0.929936,0.03717102007747153,2025-06-30,0.932144,0.039633634292139064,2025-07-01,0.942816,0.05153626966303215,2025-07-02,0.943184,0.05194670536547674,2025-07-04,0.9384,0.04661104123369708,0.03812870338317557
2025-11-12,2025-11-13,2025,1.113568,-0.006873977086742977,2.0,0.7239247477331219,0.6211168613531288,0.1696731060507806,LOW,False,2025-11-18,1.11688,0.001971750410320494,2025-11-19,1.108416,-0.005621445721289753,2025-11-20,1.106944,-0.00694200157026581,2025-11-21,1.083392,-0.028070895153877173,2025-11-24,1.05616,-0.052501178359927736,2025-11-25,1.069776,-0.040286036756902344,2025-11-27,1.079344,-0.03170242373856014,-0.013544780815144245
2026-08-20,2026-08-21,2026,1.1397834,-0.046821705426356774,2.0,0.7361325939702437,0.8073875307193967,0.36073715910767407,HIGH,True,2026-08-26,1.138293,-0.0023058101547459575,2026-08-27,1.1416464,0.0006333871312138584,2026-08-28,1.1669832,0.02284065551402148,2026-08-31,1.153197,0.010757288893964434,2026-09-01,1.17369,0.02871905008594111,2026-09-02,1.1509614,0.008797824036657742,2026-09-04,1.1576682,0.014676218608577596,0.011410443846399923
