entry_signal_date,entry_date,year,three_session_return,volatility_20,volatility_bucket,entry_price,exit_date_3,exit_price_3,net_return_3,exit_date_4,exit_price_4,net_return_4,exit_date_5,exit_price_5,net_return_5,exit_date_6,exit_price_6,net_return_6,exit_date_7,exit_price_7,net_return_7,exit_date_8,exit_price_8,net_return_8,exit_date_10,exit_price_10,net_return_10,delta_5_vs_4,delta_5_vs_6,delta_5_vs_neighbor_mean,band_return_4_6
2023-07-10,2023-07-11,2023,-0.00491239561159329,0.12687944190221143,LOW,6.089,2023-07-14,6.155,0.009828884211203759,2023-07-17,6.119,0.003922492686978751,2023-07-18,6.111,0.0026099612371512926,2023-07-19,6.094,-0.0001791680937326401,2023-07-20,6.105,0.001625562649780532,2023-07-21,6.025,-0.01149975184849672,2023-07-25,6.07,-0.004116762443215793,-0.0013125314498274587,0.0027891293308839327,0.000738298940528237,0.0021177619434658013
2023-07-18,2023-07-19,2023,-0.007804878048780495,0.13478926414338585,LOW,6.094,2023-07-24,6.0,-0.016409091155111688,2023-07-25,6.07,-0.004933863885254519,2023-07-26,6.117,0.0027709315673636326,2023-07-27,6.112,0.0019512724766597156,2023-07-28,6.04,-0.009851818429478909,2023-07-31,6.166,0.010803590656263795,2023-08-02,6.197,0.01588547701862897,0.007704795452618152,0.000819659090703917,0.004262227271661034,-7.055328041039033e-05
2023-09-15,2023-09-18,2023,-0.010721579305650208,0.16018906055734014,MEDIUM,5.8,2023-09-21,5.746,-0.010300539385479479,2023-09-22,5.703,-0.01770692240086824,2023-09-25,5.8,-0.0009995002498748295,2023-09-26,5.772,-0.00582226128315122,2023-09-27,5.758,-0.008233641799789693,2023-09-28,5.79,-0.0027219149046164848,2023-10-10,5.766,-0.00685571007599628,0.016707422150993412,0.00482276103327639,0.010765091592134901,-0.008176227977964764
2023-10-11,2023-10-12,2023,-0.011222375690607689,0.11158702987851295,LOW,5.756,2023-10-17,5.69,-0.012454335723034893,2023-10-18,5.684,-0.013495684402413,2023-10-19,5.605,-0.027206775347558887,2023-10-20,5.541,-0.038314494594259396,2023-10-23,5.509,-0.043868354217609706,2023-10-24,5.395,-0.06365397912579507,2023-10-26,5.446,-0.054802515351080494,-0.013711090945145887,0.01110771924670051,-0.001301685849222689,-0.02633898478141043
2023-11-02,2023-11-03,2023,-0.013475177304964503,0.1589044375508942,MEDIUM,5.565,2023-11-08,5.7,0.02323501322115229,2023-11-09,5.7,0.02323501322115229,2023-11-10,5.68,0.0196447149291481,2023-11-13,5.68,0.0196447149291481,2023-11-14,5.704,0.02395307287955295,2023-11-15,5.773,0.03633960198696706,2023-11-17,5.689,0.021260349160550085,-0.0035902982920041904,0.0,-0.0017951491460020952,0.02084148102648283
2023-12-15,2023-12-18,2023,-0.021531944934698344,0.11186806847291568,LOW,5.52,2023-12-21,5.39,-0.024526685932396042,2023-12-22,5.421,-0.018916357038871623,2023-12-25,5.408,-0.021269075607123655,2023-12-26,5.4,-0.022716902418355778,2023-12-27,5.359,-0.030137014825920017,2023-12-28,5.371,-0.027965274609072055,2024-01-02,5.524,-0.00027558684425876834,-0.0023527185682520324,0.0014478268112321224,-0.000452445878509955,-0.020967445021450353
2024-03-14,2024-03-15,2024,-0.011199421965317757,0.2051582531194653,MEDIUM,5.463,2024-03-20,5.562,0.017104297933405732,2024-03-21,5.588,0.02185883078962081,2024-03-22,5.547,0.014361298208666051,2024-03-25,5.459,-0.0017309668431388925,2024-03-26,5.386,-0.015080232170204377,2024-03-27,5.358,-0.020200498323051486,2024-03-29,5.295,-0.03172109716695737,-0.007497532580954758,0.016092265051804944,0.004297366235425093,0.011496387385049323
2024-06-03,2024-06-04,2024,-0.009912100243127164,0.12433639764522966,LOW,5.289,2024-06-07,5.291,-0.0006217348878970741,2024-06-11,5.227,-0.012710226471184694,2024-06-12,5.245,-0.009310338213385005,2024-06-13,5.279,-0.002888327059763607,2024-06-14,5.235,-0.011199165023273672,2024-06-17,5.247,-0.008932572851407361,2024-06-19,5.287,-0.001377265611852585,0.003399888257799688,-0.006422011153621399,-0.0015110614479108553,-0.00830296391477777
2024-11-26,2024-11-27,2024,-0.0485197368421052,0.274316456485644,HIGH,5.782,2024-12-02,5.946,0.027336037965105975,2024-12-03,6.038,0.043231583793022166,2024-12-04,6.02,0.04012158569625601,2024-12-05,5.965,0.03061881373391473,2024-12-06,5.996,0.035974921567234475,2024-12-09,6.075,0.049624357658597296,2024-12-11,6.081,0.05066102369085268,-0.0031099980967661534,0.009502771962341283,0.003196386932787565,0.037990661074397636
2025-01-23,2025-01-24,2025,-0.004279600570613384,0.2294538433238247,HIGH,5.569,2025-02-06,5.598,0.004202693051032602,2025-02-07,5.744,0.03039304553146316,2025-02-10,5.843,0.04815225714490601,2025-02-11,5.881,0.05496892422885358,2025-02-12,5.839,0.047434713241332416,2025-02-13,5.934,0.06447638095120167,2025-02-17,5.973,0.07147243401104264,0.01775921161344285,-0.00681666708394757,0.00547127226474764,0.04450474230174092
2025-03-25,2025-03-26,2025,-0.01963696369636958,0.16239274387309335,MEDIUM,5.933,2025-03-31,5.881,-0.009755277426177877,2025-04-01,5.864,-0.012617743041507867,2025-04-02,5.879,-0.010092038086805255,2025-04-03,5.845,-0.01581696931746479,2025-04-07,5.62,-0.053702543638007194,2025-04-08,5.312,-0.10556368537457195,2025-04-10,5.503,-0.07340304228468919,0.0025257049547026122,0.005724931230659536,0.004125318092681074,-0.012842250148592638
2025-04-24,2025-04-25,2025,-0.00479403409090895,0.3771338931812684,HIGH,5.61,2025-04-30,5.598,-0.0031363997145811284,2025-05-06,5.655,0.007013872742773097,2025-05-07,5.798,0.03247859136385478,2025-05-08,5.729,0.020191419441794478,2025-05-09,5.76,0.025711743058951964,2025-05-12,5.745,0.023040618728069173,2025-05-14,5.775,0.028382867389834532,0.025464718621081683,0.012287171922060303,0.018875945271570993,0.019894627849474118
2025-11-20,2025-11-21,2025,-0.022628135223555113,0.1823942622996957,MEDIUM,7.098,2025-11-26,7.055,-0.007051489752446849,2025-11-27,7.065,-0.0056440503332439995,2025-11-28,7.048,-0.008036697345888744,2025-12-01,7.152,0.0066006726138199134,2025-12-02,7.154,0.00688216049766055,2025-12-03,7.145,0.005615465020377908,2025-12-05,7.122,0.0023783543562116982,-0.002392647012644744,-0.014637369959708657,-0.0085150084861767,-0.002360025021770943
2026-04-02,2026-04-03,2026,-0.01867485290355586,0.26749938456933275,HIGH,7.697,2026-04-09,7.961,0.03326529537621736,2026-04-10,8.015,0.04027400357246358,2026-04-13,7.985,0.03638027679677136,2026-04-14,8.11,0.05260413836215583,2026-04-15,8.22,0.06688113653969463,2026-04-16,8.13,0.05519995621261775,2026-04-20,8.281,0.07479838098360214,-0.003893726775692219,-0.016223861565384468,-0.010058794170538343,0.043086139577130256
2026-08-03,2026-08-04,2026,-0.01591511936339529,0.4256330289937983,HIGH,7.47,2026-08-07,7.82,0.04580775208112153,2026-08-10,8.002,0.07014752329323981,2026-08-11,7.993,0.06894390823329988,2026-08-12,7.982,0.06747282316003989,2026-08-13,8.085,0.08124752884601905,2026-08-14,8.0,0.06988005327991975,2026-08-18,8.194,0.09582464457195794,-0.0012036150599399331,0.0014710850732599923,0.00013373500666002958,0.06885475156219319
