order_id,decision_id,cycle_id,signal_date,execution_date,side,quantity,order_type,limit_price,status
ORD-2CBFE74F28EE34F15E02,DEC-134ED6389840523EB4A0,CYC-7F6E9B548739A79AD6C1,2021-11-25,2021-11-26,SELL,60100,MARKET,1.506,FILLED
ORD-749955517EB24F8B1394,DEC-4200A0DE92E485176F34,CYC-BE40358A7765DA9278FB,2021-12-13,2021-12-14,BUY,60800,LIMIT,1.779,FILLED
ORD-87C0DC7A372449861D32,DEC-70E472ED7DBC956D6A43,CYC-BE40358A7765DA9278FB,2021-12-14,2021-12-15,SELL,60800,MARKET,1.48,FILLED
ORD-44C42A0F00B979C6E0E7,DEC-23FC889CE98B9A6E4394,CYC-049A42E32FA29F23B373,2022-01-05,2022-01-06,BUY,65900,LIMIT,1.645,FILLED
ORD-3BC13730DAF8956508EB,DEC-7039839589A09D614D05,CYC-049A42E32FA29F23B373,2022-01-06,2022-01-07,SELL,65900,MARKET,1.363,FILLED
ORD-F77B7F269BEDB7E99404,DEC-E10DCEC529FE9C99274C,CYC-60D726B6F6094A6F18F0,2022-01-18,2022-01-19,BUY,65300,LIMIT,1.653,FILLED
ORD-42E89F3D9C349FBE043F,DEC-BCEB22C095C7DF87806D,CYC-60D726B6F6094A6F18F0,2022-01-19,2022-01-20,SELL,65300,MARKET,1.362,FILLED
ORD-6D2319EFD55FA80E71AF,DEC-7B6D9D255449D5AF1AC1,CYC-0E6CA4AFBB932FCF8439,2022-01-25,2022-01-26,BUY,67600,LIMIT,1.576,FILLED
ORD-BA2D21066CF543455DAA,DEC-577C5F7C146CA9CCA428,CYC-0E6CA4AFBB932FCF8439,2022-01-26,2022-01-27,SELL,67600,MARKET,1.311,FILLED
ORD-D6258B45F71CB95E6423,DEC-57BCD796CC14B2D31D44,CYC-D9954A09D6943ABF00F8,2022-02-24,2022-02-25,BUY,70500,LIMIT,1.497,FILLED
ORD-FE446F6648EB07F57096,DEC-188B2FF02D542DB552E6,CYC-D9954A09D6943ABF00F8,2022-02-28,2022-03-01,SELL,70500,MARKET,1.283,FILLED
ORD-38CC8434D49B990B8707,DEC-5A40F95404F65476AA9F,CYC-841F7DC8744B42EC51E7,2022-03-03,2022-03-04,BUY,71800,LIMIT,1.491,FILLED
ORD-DA5D8ABE1E452593A5BC,DEC-645E7B959D0C9C2EF781,CYC-841F7DC8744B42EC51E7,2022-03-11,2022-03-14,SELL,71800,MARKET,1.197,FILLED
ORD-8FFE2B673338EE5ED957,DEC-001258DC9BCBA9682C0B,CYC-FF4F1F226AAAA80A20D8,2022-03-14,2022-03-15,BUY,74100,LIMIT,1.392,FILLED
ORD-B3951A9C53A99FF2AA8B,DEC-5E6A1463FA4BB494C5E3,CYC-FF4F1F226AAAA80A20D8,2022-03-18,2022-03-21,SELL,74100,MARKET,1.175,FILLED
ORD-7215689E7EBE4EC98C99,DEC-BC20CB1AAB694436E870,CYC-9004286F07362E042CAC,2022-03-25,2022-03-28,BUY,76600,LIMIT,1.366,FILLED
ORD-8625DFA5C80D459C7910,DEC-28C80C9CD96A9527E395,CYC-9004286F07362E042CAC,2022-03-28,2022-03-29,SELL,76600,MARKET,1.123,FILLED
ORD-88A966B7231C2A7D32D8,DEC-51B1C36066327BF6B9C4,CYC-4C4CD9A7E89144CEC5A9,2022-03-29,2022-03-30,BUY,78200,LIMIT,1.332,FILLED
ORD-6500172FA12617B86861,DEC-DCFBD3335E72DCDC2CB0,CYC-4C4CD9A7E89144CEC5A9,2022-03-30,2022-03-31,SELL,78200,MARKET,1.142,FILLED
ORD-5AC664C61E344920C810,DEC-F351C3DE6B992F829C83,CYC-ED10EFE3D1C48661969A,2022-04-20,2022-04-21,BUY,87800,LIMIT,1.201,FILLED
ORD-AC10B401E4882555440A,DEC-2AFBC2935D244389563D,CYC-ED10EFE3D1C48661969A,2022-04-22,2022-04-25,SELL,87800,MARKET,0.971,FILLED
ORD-234E67EE8F6FA3781BF8,DEC-4D9C6F25AFE24E4349B9,CYC-7A7C87F04E7ADB4D99D1,2022-04-25,2022-04-26,BUY,93100,LIMIT,1.094,FILLED
ORD-E9809AF8EF2925BD53BA,DEC-BA6C71B598A88D72E022,CYC-7A7C87F04E7ADB4D99D1,2022-04-27,2022-04-28,SELL,93100,MARKET,0.934,FILLED
ORD-76EF0AE1ACC2CAB37C49,DEC-672DFDE94FCA7DF24FFF,CYC-7337B381C57153216565,2022-04-29,2022-05-05,BUY,87700,LIMIT,1.169,FILLED
ORD-76854FAF4D47E03D0762,DEC-9FEA05268B979A58C15E,CYC-7337B381C57153216565,2022-05-06,2022-05-09,SELL,87700,MARKET,0.972,FILLED
ORD-FDF1A0D22406D71F044D,DEC-76F3CE8CFE3DA0D90497,CYC-9E42AE01FB597A5F33CA,2022-05-11,2022-05-12,BUY,82600,LIMIT,1.233,FILLED
ORD-625F8F944231C42C30AC,DEC-38A527D6CD6217901F1B,CYC-9E42AE01FB597A5F33CA,2022-05-12,2022-05-13,SELL,82600,MARKET,1.042,FILLED
ORD-5007A318E7ACD86FAF2C,DEC-FFE474FD8D396FB0091E,CYC-3624AA85051A15BEE069,2022-05-16,2022-05-17,BUY,84600,LIMIT,1.228,FILLED
ORD-E0C3E446B8381E45690B,DEC-3D014C4E78E3ACC5CD02,CYC-3624AA85051A15BEE069,2022-05-17,2022-05-18,SELL,84600,MARKET,1.041,FILLED
ORD-061CD8BA2580FF9C01FD,DEC-385A03D8CA5A147EA673,CYC-680F2E0ABC3795A43A0F,2022-05-24,2022-05-25,BUY,85500,LIMIT,1.231,FILLED
ORD-E668F213BC29494ADA37,DEC-886D9C9FC11973293D63,CYC-680F2E0ABC3795A43A0F,2022-05-25,2022-05-26,SELL,85500,MARKET,1.035,FILLED
ORD-092225827D6BAB6EF086,DEC-438C65EE416E32FBFB60,CYC-47A9334670F40F704027,2022-06-07,2022-06-08,BUY,77100,LIMIT,1.371,FILLED
ORD-CE5C505792949A2F0764,DEC-290BCCE4DA6C8B6B1FDC,CYC-47A9334670F40F704027,2022-06-10,2022-06-13,SELL,77100,MARKET,1.138,FILLED
ORD-D6229EF24872E3997BBE,DEC-CCFAD9C988C8BB29B698,CYC-EFA97A646C679EDF00A8,2022-06-15,2022-06-16,BUY,79000,LIMIT,1.316,FILLED
ORD-934860D7A86397089B93,DEC-10AD1AE6E86E5E30E596,CYC-EFA97A646C679EDF00A8,2022-06-17,2022-06-20,SELL,79000,MARKET,1.128,FILLED
ORD-3D1C0573AA23F10961D1,DEC-D802B5FE44CFB6746578,CYC-86E1327EBF994374C388,2022-06-22,2022-06-23,BUY,80900,LIMIT,1.314,FILLED
ORD-F6CB0311F38E98D123FC,DEC-5B135C8940DAF65CC4E0,CYC-86E1327EBF994374C388,2022-06-23,2022-06-24,SELL,80900,MARKET,1.115,FILLED
ORD-943C307C9679D512CFE7,DEC-49ED3998023A20EB91CE,CYC-B16588452FF4158905AA,2022-06-27,2022-06-28,BUY,79200,LIMIT,1.362,FILLED
ORD-D3EB57D24563707C23B8,DEC-CA3F2012BF96E0664A34,CYC-B16588452FF4158905AA,2022-06-28,2022-06-29,SELL,79200,MARKET,1.153,FILLED
ORD-856A2050FA57E7361C69,DEC-1D6784A9014E9E6CFB20,CYC-26A87CA24913909D7395,2022-06-29,2022-06-30,BUY,80300,LIMIT,1.348,FILLED
ORD-16574C817664EBF19E61,DEC-47DA25BEACA2C5FD93D3,CYC-26A87CA24913909D7395,2022-06-30,2022-07-01,SELL,80300,MARKET,1.14,FILLED
ORD-37E039F5FDD311DB3B5E,DEC-222C546F966C2B041CBE,CYC-EEFE4D5E1432755E1F1A,2022-07-08,2022-07-11,BUY,79900,LIMIT,1.365,FILLED
ORD-35781A86B3B79EB986AE,DEC-8CE03D1623D9EAD0B379,CYC-EEFE4D5E1432755E1F1A,2022-07-11,2022-07-12,SELL,79900,MARKET,1.114,FILLED
ORD-C7A3EEF148F241654565,DEC-AEDF8826502A652622FE,CYC-DA38D8EE4084063A8E82,2022-09-15,2022-09-16,BUY,87000,LIMIT,1.233,FILLED
ORD-1FA706FD498D4F943E0F,DEC-3279D4BEFCE72B343E87,CYC-DA38D8EE4084063A8E82,2022-09-19,2022-09-20,SELL,87000,MARKET,1.008,FILLED
ORD-FC9B6B7D4D7D6F6631D4,DEC-94F396E0EF06CEA6B479,CYC-3BD5239453CC6181E014,2022-09-28,2022-09-29,BUY,89500,LIMIT,1.178,FILLED
ORD-18390A8EFACBB94258F9,DEC-C7927E905E9C9FFF11B1,CYC-3BD5239453CC6181E014,2022-09-30,2022-10-10,SELL,89500,MARKET,0.967,FILLED
ORD-1938740E4874316F8C2B,DEC-1AAA8B5E914038213A74,CYC-BAA584FF6FE068553262,2022-10-10,2022-10-11,BUY,93400,LIMIT,1.106,FILLED
ORD-075672369C9850FC8D8F,DEC-B6B57ECFAF2C448BAFC0,CYC-BAA584FF6FE068553262,2022-10-11,2022-10-12,SELL,93400,MARKET,0.918,FILLED
ORD-AF4A3219836D301E790A,DEC-8CEA51D856E3586281FA,CYC-5250B4499BC8178945E4,2022-10-14,2022-10-17,BUY,87000,LIMIT,1.181,FILLED
ORD-6DA4827E59FA66C626AF,DEC-4D9222EC5BC5DD6179E1,CYC-5250B4499BC8178945E4,2022-10-17,2022-10-18,SELL,87000,MARKET,0.99,FILLED
ORD-F261C4F921989C328A93,DEC-05F2823754AF095F3D8D,CYC-EDD2B0820AF5A0567CE4,2022-10-18,2022-10-19,BUY,88500,LIMIT,1.184,FILLED
ORD-C896E688EDE7EFC2C71E,DEC-195442EC6BFBD58BFD5C,CYC-EDD2B0820AF5A0567CE4,2022-10-20,2022-10-21,SELL,88500,MARKET,0.992,FILLED
ORD-C23C60F60FA53A3ED9F3,DEC-E7A72CB9287570B78338,CYC-9B4BD38A08FA42AFFE8C,2022-10-25,2022-10-26,BUY,87900,LIMIT,1.199,FILLED
ORD-BDD213684F533A123932,DEC-4D26B97A692C6C595424,CYC-9B4BD38A08FA42AFFE8C,2022-11-01,2022-11-02,SELL,87900,MARKET,1.053,FILLED
ORD-5121CC7CA8263481AE22,DEC-092C7A10CFFAD98AA736,CYC-88D2F5E81374AF373556,2022-11-11,2022-11-14,BUY,87000,LIMIT,1.263,FILLED
ORD-846C9CCEE8BBE56A4F06,DEC-6BF27DA52884B1C7C789,CYC-88D2F5E81374AF373556,2022-11-14,2022-11-15,SELL,87000,MARKET,1.054,FILLED
ORD-F266D289C7FA0007FE05,DEC-B52299991D658EB82F7D,CYC-412A0C99F4740FAB51D4,2022-11-16,2022-11-17,BUY,86200,LIMIT,1.279,FILLED
ORD-C3235F221DBA496F0B37,DEC-40CF6D41525ED3066F04,CYC-412A0C99F4740FAB51D4,2022-11-17,2022-11-18,SELL,86200,MARKET,1.072,FILLED
ORD-7FA33A5F587518698458,DEC-C700F9FA086D53D9B2D4,CYC-7217DFB8ED53A931781F,2023-02-16,2023-02-17,BUY,89500,LIMIT,1.235,FILLED
ORD-D7535F88B2540D443EE1,DEC-EE9FBA1ADFEB38D87E7B,CYC-7217DFB8ED53A931781F,2023-02-17,2023-02-20,SELL,89500,MARKET,1.011,FILLED
ORD-919379E7FE1E81976FEB,DEC-0B2B2AD5499EE45DE267,CYC-CE46FCE4BF38A65E5016,2023-03-07,2023-03-08,BUY,89400,LIMIT,1.216,FILLED
ORD-2C09082616BB97D8DF5C,DEC-1C4280DF68C7BB119F68,CYC-CE46FCE4BF38A65E5016,2023-03-08,2023-03-09,SELL,89400,MARKET,1.017,FILLED
ORD-5CB169E4C40E9164D694,DEC-A2268B899D5C79E5CE47,CYC-D4D183A5A05D5CC4EBF0,2023-03-24,2023-03-27,BUY,83800,LIMIT,1.302,FILLED
ORD-FD1E45D2FAB16D05B4E0,DEC-D7E15D89E34F8EFD75BE,CYC-D4D183A5A05D5CC4EBF0,2023-03-30,2023-03-31,SELL,83800,MARKET,1.089,FILLED
ORD-93A58E38D643385543C7,DEC-322E5325A8CDF8528D19,CYC-CEA6801A1413B41533AE,2023-04-04,2023-04-06,BUY,79200,LIMIT,1.379,FILLED
ORD-29ADE4179DCE6D39CAB0,DEC-234D94EB54A69D5B6422,CYC-CEA6801A1413B41533AE,2023-04-07,2023-04-10,SELL,79200,MARKET,1.185,FILLED
ORD-62F3CEE40DDDF55869BA,DEC-1DA0B4E80B3FDC20A86A,CYC-C66EFDAFC501C2BCF0CF,2023-04-10,2023-04-11,BUY,81600,LIMIT,1.38,FILLED
ORD-9B9DB412BAADE45C6C3E,DEC-F0AC53EEEBEFF61BCF03,CYC-C66EFDAFC501C2BCF0CF,2023-04-12,2023-04-13,SELL,81600,MARKET,1.153,FILLED
ORD-C711029ECB0D330D7D4F,DEC-EC9BCE115A79D2AEA726,CYC-34B273173B1F021AFC22,2023-04-13,2023-04-14,BUY,83200,LIMIT,1.348,FILLED
ORD-D28615F8244E90601AC6,DEC-FAF635AEA918951EEC1D,CYC-34B273173B1F021AFC22,2023-04-14,2023-04-17,SELL,83200,MARKET,1.16,FILLED
ORD-2CF293F02260089FDBE3,DEC-3E5603B1A0228A3EBA79,CYC-3D8CC39896454504EBF5,2023-04-24,2023-04-25,BUY,85100,LIMIT,1.341,FILLED
ORD-9D344D6372FA66F180FF,DEC-B221B219F827A687460B,CYC-3D8CC39896454504EBF5,2023-04-27,2023-04-28,SELL,85100,MARKET,1.092,FILLED
ORD-E29C8F8372053B1A74F1,DEC-FA2AC49F9C521BF9EAE7,CYC-AEB46C5DD8B22905812D,2023-06-06,2023-06-07,BUY,88700,LIMIT,1.256,FILLED
ORD-3DA825FB2EBC1F395C51,DEC-6146C2CD21C427415A1F,CYC-AEB46C5DD8B22905812D,2023-06-07,2023-06-08,SELL,88700,MARKET,1.045,FILLED
ORD-300CBF7B39D5E006BE98,DEC-F8B030F9A25E32868749,CYC-5D6A5D1183DC6A7302E5,2023-06-21,2023-06-26,BUY,88300,LIMIT,1.249,FILLED
ORD-48A72EF1448F500198C4,DEC-10C12CF017DA75AB98EE,CYC-5D6A5D1183DC6A7302E5,2023-06-27,2023-06-28,SELL,88300,MARKET,1.036,FILLED
ORD-B08DBE62330A76925887,DEC-40A57F6A9C5CDFC60AB2,CYC-7B4988027D7BF2C7223F,2023-07-31,2023-08-01,BUY,92500,LIMIT,1.19,FILLED
ORD-61C86D0F08D34AA70B80,DEC-D5F0B759E69AE9207A46,CYC-7B4988027D7BF2C7223F,2023-08-01,2023-08-02,SELL,92500,MARKET,0.994,FILLED
ORD-86DE4B606C06E4EC6B04,DEC-489C4711DD106EFD478D,CYC-DBC35778ED4EBB66E328,2023-08-08,2023-08-09,BUY,92800,LIMIT,1.185,FILLED
ORD-0DAD6846F4279D41CE41,DEC-8427CF8FDEDCFD51BA60,CYC-DBC35778ED4EBB66E328,2023-08-09,2023-08-10,SELL,92800,MARKET,0.981,FILLED
ORD-9C5FE7BD81918936C0A0,DEC-D201AE361FA7EDFCEE10,CYC-AA66F104B537244321A9,2023-08-11,2023-08-14,BUY,94500,LIMIT,1.153,FILLED
ORD-4B1134D80348C5ECFD64,DEC-89F32D627F1BD2FC34AD,CYC-AA66F104B537244321A9,2023-08-14,2023-08-15,SELL,94500,MARKET,0.954,FILLED
ORD-A202B907CF1B0806BAF6,DEC-2F7791D4982485BCC217,CYC-524BFD8E111447C6C790,2023-08-28,2023-08-29,BUY,100700,LIMIT,1.082,FILLED
ORD-9AE10BAE697106BA578B,DEC-0DF7BB63AB7C1799D7FB,CYC-524BFD8E111447C6C790,2023-08-29,2023-08-30,SELL,100700,MARKET,0.94,FILLED
ORD-792037FF4DC97DF31E42,DEC-49B3567000CDD764A8AE,CYC-13B62ECA71AA321D4E94,2023-08-30,2023-08-31,BUY,98500,LIMIT,1.154,FILLED
ORD-D7B300C971FA72C1B5E3,DEC-DE8BB00C21608B3AD432,CYC-13B62ECA71AA321D4E94,2023-08-31,2023-09-01,SELL,98500,MARKET,0.965,FILLED
ORD-C64BA20F8E188981EBD4,DEC-8877EC112A74C4DF4C0D,CYC-5F7129499A6758395B92,2023-09-05,2023-09-06,BUY,99900,LIMIT,1.143,FILLED
ORD-A5C1B75050329A2EF51A,DEC-13596B7600E8623E8486,CYC-5F7129499A6758395B92,2023-09-06,2023-09-07,SELL,99900,MARKET,0.957,FILLED
ORD-C55384F20CDA31C2CD1F,DEC-15A63E239616FD9FD4CA,CYC-2198B3EC3EFF96249C0F,2023-10-16,2023-10-17,BUY,106500,LIMIT,1.073,FILLED
ORD-EB59DB89E9CFA729F2DA,DEC-0F7A04E3B6F220120CFC,CYC-2198B3EC3EFF96249C0F,2023-10-17,2023-10-18,SELL,106500,MARKET,0.903,FILLED
ORD-0451AF4F7620CAF22D01,DEC-36F0086565EEB8B90AD0,CYC-5C0D2FD7D54EF4EE71FC,2023-10-25,2023-10-26,BUY,110200,LIMIT,1.041,FILLED
ORD-DE98BB36D95F5154FF4A,DEC-5F7A9D81971CD758BB83,CYC-5C0D2FD7D54EF4EE71FC,2023-10-26,2023-10-27,SELL,110200,MARKET,0.87,FILLED
ORD-50D516F310106BBCFC60,DEC-8BE44CD7694206FC6AA4,CYC-3F1A741F8799AC7B7C94,2023-11-06,2023-11-07,BUY,105100,LIMIT,1.092,FILLED
ORD-67F68995675F3D792994,DEC-A83D2F66BF19296929C3,CYC-3F1A741F8799AC7B7C94,2023-11-07,2023-11-08,SELL,105100,MARKET,0.912,FILLED
ORD-6364A857FE3DA0677C97,DEC-01E0AD6FBFA57FFB5BFF,CYC-5CB4D0158FA4312F2F50,2023-11-15,2023-11-16,BUY,103700,LIMIT,1.107,FILLED
ORD-4CDFC9F09064C92D4DBD,DEC-88D63B80D5CB2374A36C,CYC-5CB4D0158FA4312F2F50,2023-11-16,2023-11-17,SELL,103700,MARKET,0.908,FILLED
ORD-14C5CFC795B2080FC8BB,DEC-0501C43BD540C231DF49,CYC-9ADAD5211B8C8AF8D9ED,2023-12-05,2023-12-06,BUY,108600,LIMIT,1.039,FILLED
ORD-551D8FAEADE367E1C7D5,DEC-15BF00AD209A0F2005DE,CYC-9ADAD5211B8C8AF8D9ED,2023-12-07,2023-12-08,SELL,108600,MARKET,0.87,FILLED
ORD-051367A01D925F1CD36A,DEC-952C0FA2EEAAE6EBC583,CYC-9A59C3E80D6F530A8C07,2024-01-08,2024-01-09,BUY,117700,LIMIT,0.961,FILLED
ORD-F533278D189CEFD3C506,DEC-74EEF3444C7134ABEAF8,CYC-9A59C3E80D6F530A8C07,2024-01-15,2024-01-16,SELL,117700,MARKET,0.792,FILLED
