date,signal_date,target_position,close,equity
2022-11-11,2022-11-10,1.0,1.054,70824.83435321096
2022-11-14,2022-11-11,1.0,1.054,70824.83435321096
2022-11-15,2022-11-14,1.0,1.084,72840.72147901394
2022-11-16,2022-11-15,1.0,1.067,71698.38544105891
2022-11-17,2022-11-16,1.0,1.072,72034.36662869275
2022-11-18,2022-11-17,1.0,1.062,71362.40425342509
2022-11-21,2022-11-18,1.0,1.062,71362.40425342509
2022-11-22,2022-11-21,1.0,1.048,70421.65692805038
2022-11-23,2022-11-22,1.0,1.046,70287.26445299684
2022-11-24,2022-11-23,1.0,1.046,70287.26445299684
2022-11-25,2022-11-24,1.0,1.032,69346.51712762212
2022-11-28,2022-11-25,1.0,1.021,68607.35851482769
2022-11-29,2022-11-28,1.0,1.031,69279.32089009535
2022-11-30,2022-11-29,1.0,1.026,68943.33970246153
2022-12-01,2022-11-30,1.0,1.039,69816.89079030947
2022-12-02,2022-12-01,1.0,1.04,69884.08702783624
2022-12-05,2022-12-02,1.0,1.034,69480.90960267565
2022-12-06,2022-12-05,1.0,1.033,69413.71336514888
2022-12-07,2022-12-06,1.0,1.03,69212.12465256859
2022-12-08,2022-12-07,1.0,1.026,68943.33970246153
2022-12-09,2022-12-08,1.0,1.027,69010.53593998829
2022-12-12,2022-12-09,1.0,1.032,69346.51712762212
2022-12-13,2022-12-12,1.0,1.013,68069.78861461356
2022-12-14,2022-12-13,1.0,1.008,67733.80742697974
2022-12-15,2022-12-14,1.0,1.014,68136.98485214033
2022-12-16,2022-12-15,1.0,1.001,67263.43376429238
2022-12-19,2022-12-16,1.0,0.981,65919.50901375707
2022-12-20,2022-12-19,1.0,0.978,65717.92030117677
2022-12-21,2022-12-20,1.0,0.964,64777.17297580205
2022-12-22,2022-12-21,1.0,0.955,64172.406838061164
2022-12-23,2022-12-22,1.0,0.946,63567.64070032027
2022-12-26,2022-12-23,1.0,0.976,65583.52782612325
2022-12-27,2022-12-26,1.0,0.987,66322.68643891766
2022-12-28,2022-12-27,1.0,0.981,65919.50901375707
2022-12-29,2022-12-28,1.0,0.986,66255.4902013909
2022-12-30,2022-12-29,1.0,0.987,66322.68643891766
2023-01-03,2022-12-30,1.0,1.005,67532.21871439944
2023-01-04,2023-01-03,1.0,0.997,66994.64881418532
2023-01-05,2023-01-04,1.0,1.007,67666.61118945297
2023-01-06,2023-01-05,1.0,1.014,68136.98485214033
2023-01-09,2023-01-06,1.0,1.013,68069.78861461356
2023-01-10,2023-01-09,1.0,1.013,68069.78861461356
2023-01-11,2023-01-10,1.0,0.998,67061.84505171208
2023-01-12,2023-01-11,1.0,0.996,66927.45257665856
2023-01-13,2023-01-12,1.0,1.0,67196.23752676562
2023-01-16,2023-01-13,1.0,1.018,68405.76980224739
2023-01-17,2023-01-16,1.0,1.028,69077.73217751506
2023-01-18,2023-01-17,1.0,1.031,69279.32089009535
2023-01-19,2023-01-18,1.0,1.049,70488.85316557712
2023-01-20,2023-01-19,1.0,1.054,70824.83435321096
2023-01-30,2023-01-20,1.0,1.056,70959.2268282645
2023-01-31,2023-01-30,1.0,1.05,70556.0494031039
2023-02-01,2023-01-31,1.0,1.053,70757.6381156842
2023-02-02,2023-02-01,1.0,1.057,71026.42306579126
2023-02-03,2023-02-02,1.0,1.061,71295.20801589832
2023-02-06,2023-02-03,1.0,1.047,70354.4606905236
2023-02-07,2023-02-06,1.0,1.043,70085.67574041654
2023-02-08,2023-02-07,1.0,1.036,69615.30207772918
2023-02-09,2023-02-08,1.0,1.063,71429.60049095185
2023-02-10,2023-02-09,1.0,1.05,70556.0494031039
2023-02-13,2023-02-10,1.0,1.05,70556.0494031039
2023-02-14,2023-02-13,1.0,1.048,70421.65692805038
2023-02-15,2023-02-14,1.0,1.049,70488.85316557712
2023-02-16,2023-02-15,1.0,1.03,69212.12465256859
2023-02-17,2023-02-16,1.0,1.011,67935.39613956003
2023-02-20,2023-02-17,1.0,1.022,68674.55475235447
2023-02-21,2023-02-20,1.0,1.019,68472.96603977415
2023-02-22,2023-02-21,1.0,1.013,68069.78861461356
2023-02-23,2023-02-22,1.0,1.017,68338.57356472063
2023-02-24,2023-02-23,1.0,1.015,68204.1810896671
2023-02-27,2023-02-24,1.0,1.011,67935.39613956003
2023-02-28,2023-02-27,1.0,1.015,68204.1810896671
2023-03-01,2023-02-28,1.0,1.018,68405.76980224739
2023-03-02,2023-03-01,1.0,1.012,68002.59237708681
2023-03-03,2023-03-02,1.0,1.024,68808.94722740799
2023-03-06,2023-03-03,1.0,1.031,69279.32089009535
2023-03-07,2023-03-06,1.0,1.015,68204.1810896671
2023-03-08,2023-03-07,1.0,1.017,68338.57356472063
2023-03-09,2023-03-08,1.0,1.023,68741.75098988121
2023-03-10,2023-03-09,1.0,1.016,68271.37732719387
2023-03-13,2023-03-10,1.0,1.021,68607.35851482769
2023-03-14,2023-03-13,1.0,1.034,69480.90960267565
2023-03-15,2023-03-14,1.0,1.029,69144.92841504181
2023-03-16,2023-03-15,1.0,1.014,68136.98485214033
2023-03-17,2023-03-16,1.0,1.037,69682.49831525594
2023-03-20,2023-03-17,1.0,1.047,70354.4606905236
2023-03-21,2023-03-20,1.0,1.051,70623.24564063066
2023-03-22,2023-03-21,1.0,1.053,70757.6381156842
2023-03-23,2023-03-22,1.0,1.079,72504.7402913801
2023-03-24,2023-03-23,1.0,1.086,72975.11395406746
2023-03-27,2023-03-24,1.0,1.078,72437.54405385334
2023-03-28,2023-03-27,1.0,1.059,71160.81554084478
2023-03-29,2023-03-28,1.0,1.084,72840.72147901394
2023-03-30,2023-03-29,1.0,1.089,73176.70266664776
2023-03-31,2023-03-30,1.0,1.104,74184.64622954925
2023-04-03,2023-03-31,1.0,1.148,77141.28068072692
2023-04-04,2023-04-03,1.0,1.15,77275.67315578046
2023-04-06,2023-04-04,1.0,1.171,78686.79414384253
2023-04-07,2023-04-06,1.0,1.185,79627.54146921726
2023-04-10,2023-04-07,1.0,1.151,77342.86939330722
2023-04-11,2023-04-10,1.0,1.144,76872.49573061986
2023-04-12,2023-04-11,1.0,1.153,77477.26186836076
2023-04-13,2023-04-12,1.0,1.125,75595.76721761131
2023-04-14,2023-04-13,1.0,1.16,77947.63553104812
2023-04-17,2023-04-14,1.0,1.165,78283.61671868195
2023-04-18,2023-04-17,1.0,1.152,77410.06563083398
2023-04-19,2023-04-18,1.0,1.157,77746.04681846782
2023-04-20,2023-04-19,1.0,1.188,79829.13018179755
2023-04-21,2023-04-20,1.0,1.142,76738.10325556633
2023-04-24,2023-04-21,1.0,1.119,75192.58979245073
2023-04-25,2023-04-24,1.0,1.1,73915.86127944218
2023-04-26,2023-04-25,1.0,1.095,73579.88009180834
2023-04-27,2023-04-26,1.0,1.092,73378.29137922806
2023-04-28,2023-04-27,1.0,1.112,74722.21612976337
