signal_date,factor_score,champion_target_position,challenger_target_position,champion_execution_position,challenger_execution_position
2021-09-13,-0.16696837373513299,0.0,0.0,0.0,0.0
2021-09-14,-0.04802783933298885,0.0,0.0,0.0,0.0
2021-09-15,-0.16696837373513299,0.0,0.0,0.0,0.0
2021-09-16,-0.16696837373513299,0.0,0.0,0.0,0.0
2021-09-17,-0.16696837373513299,0.0,0.0,0.0,0.0
2021-09-22,-0.04802783933298885,0.0,0.0,0.0,0.0
2021-09-23,0.11939215997427542,0.0,0.0,0.0,0.0
2021-09-24,0.11939215997427542,0.0,0.0,0.0,0.0
2021-09-27,0.14318026685470425,0.0,0.0,0.0,0.0
2021-09-28,-0.21454458749599065,0.0,0.0,0.0,0.0
2021-09-29,-0.21454458749599065,0.0,0.0,0.0,0.0
2021-09-30,0.11939215997427538,0.0,0.0,0.0,0.0
2021-10-08,0.09560405309384655,0.0,0.0,0.0,0.0
2021-10-11,-0.21454458749599065,0.0,0.0,0.0,0.0
2021-10-12,0.07091269506915526,0.0,0.0,0.0,0.0
2021-10-13,0.1898532294712994,1.0,1.0,0.0,0.0
2021-10-14,0.1898532294712994,1.0,1.0,1.0,1.0
2021-10-15,0.30969701501770597,1.0,1.0,1.0,1.0
2021-10-18,0.04802783933298896,1.0,0.5,1.0,1.0
2021-10-19,-0.04712458818872642,0.0,0.0,1.0,0.5
2021-10-20,0.26212080125684833,1.0,1.0,0.0,0.0
2021-10-21,0.0709126950691552,1.0,1.0,1.0,1.0
2021-10-22,0.3572732287785636,1.0,1.0,1.0,1.0
2021-10-25,0.3572732287785636,1.0,1.0,1.0,1.0
2021-10-26,0.3572732287785636,1.0,1.0,1.0,1.0
2021-10-27,-0.21454458749599065,0.0,0.0,1.0,1.0
2021-10-28,-0.21454458749599065,0.0,0.0,0.0,0.0
2021-10-29,0.5475780838219942,1.0,1.0,0.0,0.0
2021-11-01,0.3572732287785636,1.0,1.0,1.0,1.0
2021-11-02,0.2979516372454942,1.0,1.0,1.0,1.0
2021-11-03,0.48825649228892487,1.0,1.0,1.0,1.0
2021-11-04,0.3572732287785636,1.0,1.0,1.0,1.0
2021-11-05,0.2612175501125858,1.0,1.0,1.0,1.0
2021-11-08,0.3208364929816605,1.0,1.0,1.0,1.0
2021-11-09,0.3572732287785636,1.0,1.0,1.0,1.0
2021-11-10,0.23833269437641946,1.0,1.0,1.0,1.0
2021-11-11,0.3572732287785636,1.0,1.0,1.0,1.0
2021-11-12,0.4168921716476383,1.0,1.0,1.0,1.0
2021-11-15,0.23833269437641946,1.0,1.0,1.0,1.0
2021-11-16,0.2612175501125858,1.0,1.0,1.0,1.0
2021-11-17,0.2979516372454942,1.0,1.0,1.0,1.0
2021-11-18,0.0709126950691552,1.0,0.5,1.0,1.0
2021-11-19,0.2265873166042077,1.0,1.0,1.0,0.5
2021-11-22,0.6071970266910689,1.0,1.0,1.0,1.0
2021-11-23,0.4286375494198501,1.0,1.0,1.0,1.0
2021-11-24,0.4286375494198501,1.0,1.0,1.0,1.0
2021-11-25,0.5475780838219942,1.0,1.0,1.0,1.0
2021-11-26,0.3208364929816605,1.0,1.0,1.0,1.0
2021-11-29,0.5475780838219942,1.0,1.0,1.0,1.0
2021-11-30,0.48825649228892487,1.0,1.0,1.0,1.0
2021-12-01,0.1781078516990876,1.0,1.0,1.0,1.0
2021-12-02,-0.16696837373513299,0.0,0.0,1.0,1.0
2021-12-03,0.24947217234037405,1.0,1.0,0.0,0.0
2021-12-06,0.02333648130829763,1.0,1.0,1.0,1.0
2021-12-07,0.02333648130829763,1.0,1.0,1.0,1.0
2021-12-08,-0.04802783933298885,0.0,0.0,1.0,1.0
2021-12-09,0.11939215997427542,0.0,0.0,0.0,0.0
2021-12-10,0.40484944253942123,1.0,1.0,0.0,0.0
2021-12-13,0.40484944253942123,1.0,1.0,1.0,1.0
2021-12-14,0.14318026685470425,1.0,1.0,1.0,1.0
2021-12-15,-0.07181594621341772,0.0,0.0,1.0,1.0
2021-12-16,-0.012197003344342955,0.0,0.0,0.0,0.0
2021-12-17,0.23742944323215703,1.0,1.0,0.0,0.0
2021-12-20,0.1184889088300129,1.0,1.0,1.0,1.0
2021-12-21,0.1184889088300129,1.0,1.0,1.0,1.0
2021-12-22,0.14227701571044177,1.0,0.5,1.0,1.0
2021-12-23,0.02333648130829763,0.0,0.0,1.0,0.5
2021-12-24,0.02333648130829763,0.0,0.0,0.0,0.0
2021-12-27,-0.16696837373513299,0.0,0.0,0.0,0.0
2021-12-28,0.0004516255721313256,0.0,0.0,0.0,0.0
2021-12-29,-0.16696837373513299,0.0,0.0,0.0,0.0
2021-12-30,0.26212080125684833,1.0,1.0,0.0,0.0
2021-12-31,0.21454458749599065,1.0,1.0,1.0,1.0
2022-01-04,0.14227701571044177,1.0,1.0,1.0,1.0
2022-01-05,-0.16696837373513299,0.0,0.0,1.0,1.0
2022-01-06,-0.16696837373513299,0.0,0.0,0.0,0.0
2022-01-07,-0.16696837373513299,0.0,0.0,0.0,0.0
2022-01-10,-0.16696837373513299,0.0,0.0,0.0,0.0
2022-01-11,-0.04802783933298885,0.0,0.0,0.0,0.0
2022-01-12,0.11939215997427542,0.0,0.0,0.0,0.0
2022-01-13,0.059317851410796235,0.0,0.0,0.0,0.0
2022-01-14,0.024239732452560142,0.0,0.0,0.0,0.0
2022-01-17,0.27431406447891815,1.0,1.0,0.0,0.0
2022-01-18,0.41704270576149105,1.0,1.0,1.0,1.0
2022-01-19,0.29810217135934697,1.0,1.0,1.0,1.0
2022-01-20,-0.012046469230490242,0.0,0.0,1.0,1.0
2022-01-21,-0.11939215997427535,0.0,0.0,0.0,0.0
2022-01-24,-0.00045162557213121457,0.0,0.0,0.0,0.0
2022-01-25,-0.2621208012568482,0.0,0.0,0.0,0.0
2022-01-26,-0.2621208012568482,0.0,0.0,0.0,0.0
2022-01-27,-0.2621208012568482,0.0,0.0,0.0,0.0
2022-01-28,-0.1431802668547041,0.0,0.0,0.0,0.0
2022-02-07,-0.1431802668547041,0.0,0.0,0.0,0.0
2022-02-08,-0.2621208012568482,0.0,0.0,0.0,0.0
2022-02-09,-0.1431802668547041,0.0,0.0,0.0,0.0
2022-02-10,-0.2621208012568482,0.0,0.0,0.0,0.0
2022-02-11,-0.2621208012568482,0.0,0.0,0.0,0.0
2022-02-14,-0.2621208012568482,0.0,0.0,0.0,0.0
2022-02-15,0.07181594621341778,0.0,0.0,0.0,0.0
2022-02-16,0.07181594621341778,0.0,0.0,0.0,0.0
2022-02-17,0.2145445874959907,1.0,1.0,0.0,0.0
2022-02-18,0.23833269437641952,1.0,1.0,1.0,1.0
2022-02-21,-0.07181594621341772,1.0,1.0,1.0,1.0
2022-02-22,-0.07181594621341772,0.0,0.0,1.0,1.0
2022-02-23,0.5000018700611366,1.0,1.0,0.0,0.0
2022-02-24,0.28590890813727715,1.0,1.0,1.0,1.0
2022-02-25,0.5475780838219942,1.0,1.0,1.0,1.0
2022-02-28,0.48825649228892487,1.0,1.0,1.0,1.0
2022-03-01,0.48825649228892487,1.0,1.0,1.0,1.0
2022-03-02,0.3801580845147299,1.0,1.0,1.0,1.0
2022-03-03,-0.02423973245256003,0.0,0.0,1.0,1.0
2022-03-04,0.09470080194958407,0.0,0.0,0.0,0.0
2022-03-07,-0.02423973245256003,0.0,0.0,0.0,0.0
2022-03-08,-0.16696837373513299,0.0,0.0,0.0,0.0
2022-03-09,-0.16696837373513299,0.0,0.0,0.0,0.0
2022-03-10,-0.15477511051306317,0.0,0.0,0.0,0.0
2022-03-11,0.012644888794201115,0.0,0.0,0.0,0.0
2022-03-14,-0.15477511051306317,0.0,0.0,0.0,0.0
2022-03-15,-0.2621208012568482,0.0,0.0,0.0,0.0
2022-03-16,-0.2621208012568482,0.0,0.0,0.0,0.0
2022-03-17,0.13158542319634522,0.0,0.0,0.0,0.0
2022-03-18,0.15537353007677404,0.0,0.0,0.0,0.0
2022-03-21,0.41704270576149105,1.0,1.0,0.0,0.0
2022-03-22,-0.012046469230490242,1.0,1.0,1.0,1.0
2022-03-23,0.29810217135934697,1.0,1.0,1.0,1.0
2022-03-24,-0.012046469230490242,0.0,0.0,1.0,1.0
2022-03-25,-0.21454458749599065,0.0,0.0,0.0,0.0
2022-03-28,-0.16696837373513299,0.0,0.0,0.0,0.0
2022-03-29,-0.16696837373513299,0.0,0.0,0.0,0.0
2022-03-30,0.0004516255721313256,0.0,0.0,0.0,0.0
2022-03-31,-0.16696837373513299,0.0,0.0,0.0,0.0
2022-04-01,-0.16696837373513299,0.0,0.0,0.0,0.0
2022-04-06,-0.2621208012568482,0.0,0.0,0.0,0.0
2022-04-07,-0.2621208012568482,0.0,0.0,0.0,0.0
2022-04-08,-0.2621208012568482,0.0,0.0,0.0,0.0
2022-04-11,-0.2621208012568482,0.0,0.0,0.0,0.0
2022-04-12,-0.2621208012568482,0.0,0.0,0.0,0.0
2022-04-13,-0.2621208012568482,0.0,0.0,0.0,0.0
2022-04-14,-0.1431802668547041,0.0,0.0,0.0,0.0
2022-04-15,-0.2621208012568482,0.0,0.0,0.0,0.0
2022-04-18,0.024239732452560142,0.0,0.0,0.0,0.0
2022-04-19,-0.094700801949584,0.0,0.0,0.0,0.0
2022-04-20,-0.2621208012568482,0.0,0.0,0.0,0.0
2022-04-21,-0.2621208012568482,0.0,0.0,0.0,0.0
2022-04-22,-0.2621208012568482,0.0,0.0,0.0,0.0
2022-04-25,-0.2621208012568482,0.0,0.0,0.0,0.0
2022-04-26,-0.2621208012568482,0.0,0.0,0.0,0.0
2022-04-27,-0.2621208012568482,0.0,0.0,0.0,0.0
2022-04-28,-0.094700801949584,0.0,0.0,0.0,0.0
2022-04-29,0.16696837373513307,0.0,0.0,0.0,0.0
2022-05-05,0.30969701501770597,1.0,1.0,0.0,0.0
2022-05-06,0.28590890813727715,1.0,1.0,1.0,1.0
2022-05-09,0.40484944253942123,1.0,1.0,1.0,1.0
2022-05-10,0.452425656300279,1.0,1.0,1.0,1.0
2022-05-11,0.5475780838219942,1.0,1.0,1.0,1.0
2022-05-12,0.4286375494198501,1.0,1.0,1.0,1.0
2022-05-13,0.5475780838219942,1.0,1.0,1.0,1.0
2022-05-16,0.2612175501125858,1.0,1.0,1.0,1.0
2022-05-17,0.48825649228892487,1.0,1.0,1.0,1.0
2022-05-18,0.5475780838219942,1.0,1.0,1.0,1.0
2022-05-19,0.4286375494198501,1.0,1.0,1.0,1.0
2022-05-20,0.5475780838219942,1.0,1.0,1.0,1.0
2022-05-23,0.4286375494198501,1.0,1.0,1.0,1.0
2022-05-24,0.11848890883001288,1.0,0.5,1.0,1.0
2022-05-25,0.11848890883001288,1.0,0.5,1.0,0.5
2022-05-26,0.11848890883001288,1.0,0.5,1.0,0.5
2022-05-27,0.21364133635172816,1.0,1.0,1.0,0.5
2022-05-30,0.3810613356589925,1.0,1.0,1.0,1.0
2022-05-31,0.5475780838219942,1.0,1.0,1.0,1.0
2022-06-01,0.5475780838219942,1.0,1.0,1.0,1.0
2022-06-02,0.5475780838219942,1.0,1.0,1.0,1.0
2022-06-06,0.5475780838219942,1.0,1.0,1.0,1.0
2022-06-07,0.4286375494198501,1.0,1.0,1.0,1.0
2022-06-08,0.5237899769415654,1.0,1.0,1.0,1.0
2022-06-09,0.41598892050337577,1.0,1.0,1.0,1.0
2022-06-10,0.43977702738380464,1.0,1.0,1.0,1.0
2022-06-13,0.3208364929816605,1.0,1.0,1.0,1.0
2022-06-14,0.1781078516990876,1.0,1.0,1.0,1.0
2022-06-15,0.1422770157104417,1.0,0.5,1.0,1.0
2022-06-16,0.1422770157104417,1.0,0.5,1.0,0.5
2022-06-17,0.48825649228892487,1.0,1.0,1.0,0.5
2022-06-20,0.5475780838219942,1.0,1.0,1.0,1.0
2022-06-21,0.2381821602625668,1.0,1.0,1.0,1.0
2022-06-22,-0.1315854231963451,0.0,0.0,1.0,1.0
2022-06-23,0.18970269535744663,1.0,1.0,0.0,0.0
2022-06-24,0.40484944253942123,1.0,1.0,1.0,1.0
2022-06-27,0.40484944253942123,1.0,1.0,1.0,1.0
2022-06-28,0.4286375494198501,1.0,1.0,1.0,1.0
2022-06-29,0.23742944323215698,1.0,1.0,1.0,1.0
2022-06-30,0.40484944253942123,1.0,1.0,1.0,1.0
2022-07-01,0.33258187075387224,1.0,1.0,1.0,1.0
2022-07-04,0.21364133635172816,1.0,1.0,1.0,1.0
2022-07-05,0.04712458818872642,1.0,0.5,1.0,1.0
2022-07-06,0.3810613356589925,1.0,1.0,1.0,0.5
2022-07-07,0.19075648061556183,1.0,1.0,1.0,1.0
2022-07-08,0.28590890813727715,1.0,1.0,1.0,1.0
2022-07-11,-0.16696837373513299,0.0,0.0,1.0,1.0
2022-07-12,-0.16696837373513299,0.0,0.0,0.0,0.0
2022-07-13,-0.3572732287785636,0.0,0.0,0.0,0.0
2022-07-14,-0.0709126950691552,0.0,0.0,0.0,0.0
2022-07-15,-0.0709126950691552,0.0,0.0,0.0,0.0
2022-07-18,-0.0709126950691552,0.0,0.0,0.0,0.0
2022-07-19,-0.3572732287785636,0.0,0.0,0.0,0.0
2022-07-20,0.07181594621341773,0.0,0.0,0.0,0.0
2022-07-21,0.21454458749599065,1.0,1.0,0.0,0.0
2022-07-22,0.14318026685470425,1.0,1.0,1.0,1.0
2022-07-25,-0.02423973245256003,1.0,1.0,1.0,1.0
2022-07-26,0.40484944253942123,1.0,1.0,1.0,1.0
2022-07-27,0.3572732287785636,1.0,1.0,1.0,1.0
2022-07-28,0.16696837373513299,1.0,0.5,1.0,1.0
2022-07-29,0.0709126950691552,1.0,0.5,1.0,0.5
2022-08-01,0.04802783933298885,1.0,0.5,1.0,0.5
2022-08-02,0.04802783933298885,1.0,0.5,1.0,0.5
2022-08-03,0.1898532294712993,1.0,1.0,1.0,0.5
2022-08-04,0.23833269437641946,1.0,1.0,1.0,1.0
2022-08-05,0.5475780838219942,1.0,1.0,1.0,1.0
2022-08-08,0.5475780838219942,1.0,1.0,1.0,1.0
2022-08-09,0.5475780838219942,1.0,1.0,1.0,1.0
2022-08-10,0.5475780838219942,1.0,1.0,1.0,1.0
2022-08-11,0.5475780838219942,1.0,1.0,1.0,1.0
2022-08-12,0.2612175501125858,1.0,1.0,1.0,1.0
2022-08-15,0.3208364929816605,1.0,1.0,1.0,1.0
2022-08-16,0.11848890883001288,1.0,0.5,1.0,1.0
2022-08-17,0.1781078516990876,1.0,1.0,1.0,0.5
2022-08-18,0.16741625918499112,1.0,0.5,1.0,1.0
2022-08-19,-0.10719889675220554,0.0,0.0,1.0,0.5
2022-08-22,-0.16696837373513299,0.0,0.0,0.0,0.0
2022-08-23,-0.16696837373513299,0.0,0.0,0.0,0.0
2022-08-24,0.02333648130829763,0.0,0.0,0.0,0.0
2022-08-25,0.02333648130829763,0.0,0.0,0.0,0.0
2022-08-26,-0.23833269437641946,0.0,0.0,0.0,0.0
