state_id,signal_id,signal_date,frequency,name,state_primary,state_full,open,high,low,close
STATE-0D5CA2C52F0EA4EC,SIG-30M-6EDAA2BC7B058FD0,2022-11-23,30m,cxt_overlap_V240612,压力,压力_顺畅笔底分型_任意,1.9590311,1.9763705,1.9445816,1.9680219
STATE-25B722E7D5716B00,SIG-DAILY-7F321044E87FE70C,2022-12-02,daily,bar_triple_V230506,三连跌,三连跌_量柱无序_任意,1.9888934,1.9994897,1.9815081,1.9827925
STATE-61095EABC56E27D9,SIG-30M-7DC1FE61B6083F16,2022-12-05,30m,tas_cross_status_V230624,0轴上金叉第3次,0轴上金叉第3次_0轴上死叉第3次_任意,1.9959576,2.0014163,1.9863246,1.9965998
STATE-0D5CA2C52F0EA4EC,SIG-30M-6EDAA2BC7B058FD0,2022-12-12,30m,cxt_overlap_V240612,压力,压力_顺畅笔顶分型_任意,1.9892145,1.9921044,1.9763705,1.9853613
STATE-61095EABC56E27D9,SIG-30M-7DC1FE61B6083F16,2023-01-03,30m,tas_cross_status_V230624,0轴上金叉第3次,0轴上金叉第3次_0轴上死叉第3次_任意,1.8854992,1.923389,1.878435,1.916967
STATE-0D5CA2C52F0EA4EC,SIG-30M-6EDAA2BC7B058FD0,2023-02-13,30m,cxt_overlap_V240612,压力,压力_顺畅笔顶分型_任意,2.0351318,2.0556822,2.0351318,2.0531134
STATE-25B722E7D5716B00,SIG-DAILY-7F321044E87FE70C,2023-02-17,daily,bar_triple_V230506,三连跌,三连跌_量柱无序_任意,2.026141,2.032563,2.0052695,2.010086
STATE-0D5CA2C52F0EA4EC,SIG-30M-6EDAA2BC7B058FD0,2023-03-01,30m,cxt_overlap_V240612,压力,压力_顺畅笔顶分型_任意,2.045407,2.0653152,2.0409116,2.0585721
STATE-0D5CA2C52F0EA4EC,SIG-30M-6EDAA2BC7B058FD0,2023-03-06,30m,cxt_overlap_V240612,压力,压力_顺畅笔顶分型_任意,2.0569666,2.0617831,2.0460492,2.0560033
STATE-25B722E7D5716B00,SIG-DAILY-7F321044E87FE70C,2023-03-06,daily,bar_triple_V230506,三连跌,三连跌_量柱无序_任意,2.0569666,2.0617831,2.0460492,2.0560033
STATE-25B722E7D5716B00,SIG-DAILY-7F321044E87FE70C,2023-03-20,daily,bar_triple_V230506,三连跌,三连跌_量柱无序_任意,1.994031,1.9985264,1.981187,1.9850402
STATE-25B722E7D5716B00,SIG-DAILY-7F321044E87FE70C,2023-03-29,daily,bar_triple_V230506,三连跌,三连跌_量柱无序_任意,2.0277465,2.0290309,2.0113704,2.0161869
STATE-A52AA78D99B5F894,SIG-DAILY-93BA325393A0F9B9,2023-04-10,daily,tas_macd_bs1_V230411,顶背驰,顶背驰_任意_任意,2.0813702,2.0826546,2.0611409,2.0653152
STATE-25B722E7D5716B00,SIG-DAILY-7F321044E87FE70C,2023-05-11,daily,bar_triple_V230506,三连跌,三连跌_依次缩量_任意,1.9904989,1.9946732,1.981187,1.9824714
STATE-25B722E7D5716B00,SIG-DAILY-7F321044E87FE70C,2023-07-10,daily,bar_triple_V230506,三连跌,三连跌_量柱无序_任意,1.9516458,1.9590311,1.9420128,1.9513247
STATE-0D5CA2C52F0EA4EC,SIG-30M-6EDAA2BC7B058FD0,2023-07-18,30m,cxt_overlap_V240612,压力,压力_顺畅笔顶分型_任意,1.9622421,1.9677008,1.9516458,1.9593522
STATE-25B722E7D5716B00,SIG-DAILY-7F321044E87FE70C,2023-07-18,daily,bar_triple_V230506,三连跌,三连跌_量柱无序_任意,1.9622421,1.9677008,1.9516458,1.9593522
STATE-0D5CA2C52F0EA4EC,SIG-30M-6EDAA2BC7B058FD0,2023-07-25,30m,cxt_overlap_V240612,压力,压力_顺畅笔顶分型_任意,1.949077,1.9667375,1.949077,1.9644898
STATE-A52AA78D99B5F894,SIG-DAILY-93BA325393A0F9B9,2023-08-02,daily,tas_macd_bs1_V230411,顶背驰,顶背驰_任意_任意,1.9898567,1.997242,1.977976,1.9840769
STATE-A52AA78D99B5F894,SIG-DAILY-93BA325393A0F9B9,2023-08-07,daily,tas_macd_bs1_V230411,顶背驰,顶背驰_任意_任意,2.0017374,2.0030218,1.9866457,1.99082
STATE-25B722E7D5716B00,SIG-DAILY-7F321044E87FE70C,2023-09-15,daily,bar_triple_V230506,三连跌,三连跌_量柱无序_任意,1.8691231,1.8790772,1.8566002,1.8665543
STATE-25B722E7D5716B00,SIG-DAILY-7F321044E87FE70C,2023-10-11,daily,bar_triple_V230506,三连跌,三连跌_量柱无序_任意,1.8479305,1.8569213,1.8350865,1.8389397
STATE-25B722E7D5716B00,SIG-DAILY-7F321044E87FE70C,2023-11-02,daily,bar_triple_V230506,三连跌,三连跌_量柱无序_任意,1.804582,1.8103618,1.7849949,1.7866004
STATE-25B722E7D5716B00,SIG-DAILY-7F321044E87FE70C,2023-12-15,daily,bar_triple_V230506,三连跌,三连跌_依次放量_任意,1.7981599999999998,1.8032976,1.7747197,1.7801783999999998
STATE-0D5CA2C52F0EA4EC,SIG-30M-6EDAA2BC7B058FD0,2024-02-06,30m,cxt_overlap_V240612,压力,压力_顺畅笔底分型_任意,1.4394912999999998,1.5830229999999998,1.4337115,1.5775643
STATE-61095EABC56E27D9,SIG-30M-7DC1FE61B6083F16,2024-02-27,30m,tas_cross_status_V230624,0轴上金叉第3次,0轴上金叉第3次_0轴上死叉第3次_任意,1.688986,1.73394,1.6841695,1.7332978
STATE-25B722E7D5716B00,SIG-DAILY-7F321044E87FE70C,2024-03-14,daily,bar_triple_V230506,三连跌,三连跌_依次缩量_任意,1.7621968,1.7760041,1.7445362999999998,1.7577014
STATE-25B722E7D5716B00,SIG-DAILY-7F321044E87FE70C,2024-06-03,daily,bar_triple_V230506,三连跌,三连跌_量柱无序_任意,1.7383198,1.7428865999999998,1.7135286,1.7269027999999995
STATE-0D5CA2C52F0EA4EC,SIG-30M-6EDAA2BC7B058FD0,2024-08-30,30m,cxt_overlap_V240612,压力,压力_顺畅笔底分型_任意,1.5096536,1.5615194,1.5083487999999998,1.5370544
STATE-61095EABC56E27D9,SIG-30M-7DC1FE61B6083F16,2024-09-05,30m,tas_cross_status_V230624,0轴上金叉第3次,0轴上金叉第3次_0轴上死叉第4次_任意,1.5266159999999998,1.5357496,1.518461,1.5249849999999998
STATE-61095EABC56E27D9,SIG-30M-7DC1FE61B6083F16,2024-09-26,30m,tas_cross_status_V230624,0轴上金叉第3次,0轴上金叉第3次_0轴上死叉第3次_任意,1.564129,1.6528554,1.5638027999999995,1.6508982
STATE-61095EABC56E27D9,SIG-30M-7DC1FE61B6083F16,2024-10-31,30m,tas_cross_status_V230624,0轴上金叉第3次,0轴上金叉第3次_0轴上死叉第3次_任意,1.9330612,1.971879,1.9252324,1.9572
STATE-25B722E7D5716B00,SIG-DAILY-7F321044E87FE70C,2024-11-26,daily,bar_triple_V230506,三连跌,三连跌_依次缩量_任意,1.895222,1.9125106,1.885436,1.887067
STATE-61095EABC56E27D9,SIG-30M-7DC1FE61B6083F16,2024-12-12,30m,tas_cross_status_V230624,0轴上金叉第3次,0轴上金叉第3次_0轴上死叉第3次_任意,2.002868,2.0276592,1.9973226,2.0214614
STATE-0D5CA2C52F0EA4EC,SIG-30M-6EDAA2BC7B058FD0,2024-12-25,30m,cxt_overlap_V240612,压力,压力_顺畅笔底分型_任意,1.9516546,1.9516546,1.9193608,1.9350184
STATE-0D5CA2C52F0EA4EC,SIG-30M-6EDAA2BC7B058FD0,2024-12-27,30m,cxt_overlap_V240612,压力,压力_顺畅笔顶分型_任意,1.9464354,1.981665,1.9464354,1.9542642
STATE-61095EABC56E27D9,SIG-30M-7DC1FE61B6083F16,2025-01-23,30m,tas_cross_status_V230624,0轴上金叉第3次,0轴上金叉第3次_0轴上死叉第4次_任意,1.87354,1.8980784,1.850328,1.8516544
STATE-25B722E7D5716B00,SIG-DAILY-7F321044E87FE70C,2025-01-23,daily,bar_triple_V230506,三连跌,三连跌_量柱无序_任意,1.87354,1.8980784,1.850328,1.8516544
STATE-A52AA78D99B5F894,SIG-DAILY-93BA325393A0F9B9,2025-03-13,daily,tas_macd_bs1_V230411,顶背驰,顶背驰_任意_任意,1.999548,2.0055168,1.969704,1.9859524
STATE-A52AA78D99B5F894,SIG-DAILY-93BA325393A0F9B9,2025-03-19,daily,tas_macd_bs1_V230411,顶背驰,顶背驰_任意_任意,2.027734,2.0313816,2.0121488,2.0234232000000003
STATE-25B722E7D5716B00,SIG-DAILY-7F321044E87FE70C,2025-03-25,daily,bar_triple_V230506,三连跌,三连跌_依次缩量_任意,1.9753412,1.9842944,1.9634036,1.9700356
STATE-A52AA78D99B5F894,SIG-DAILY-93BA325393A0F9B9,2025-03-31,daily,tas_macd_bs1_V230411,顶背驰,顶背驰_任意_任意,1.9501396,1.9590928,1.9219536,1.9411864
STATE-0D5CA2C52F0EA4EC,SIG-30M-6EDAA2BC7B058FD0,2025-04-01,30m,cxt_overlap_V240612,压力,压力_顺畅笔底分型_任意,1.9445024,1.966388,1.9428444,1.9517976
STATE-0D5CA2C52F0EA4EC,SIG-30M-6EDAA2BC7B058FD0,2025-04-11,30m,cxt_overlap_V240612,压力,压力_顺畅笔顶分型_任意,1.827116,1.8662448,1.8267844,1.8480068
STATE-0D5CA2C52F0EA4EC,SIG-30M-6EDAA2BC7B058FD0,2025-04-17,30m,cxt_overlap_V240612,压力,压力_顺畅笔顶分型_任意,1.8317584,1.8579548,1.830432,1.8397168
STATE-25B722E7D5716B00,SIG-DAILY-7F321044E87FE70C,2025-04-24,daily,bar_triple_V230506,三连跌,三连跌_量柱无序_任意,1.8662448,1.8715504,1.8493332,1.858618
STATE-61095EABC56E27D9,SIG-30M-7DC1FE61B6083F16,2025-05-14,30m,tas_cross_status_V230624,0轴上金叉第3次,0轴上金叉第3次_0轴上死叉第3次_任意,1.91499,1.9362124000000005,1.9053736,1.9226168
STATE-61095EABC56E27D9,SIG-30M-7DC1FE61B6083F16,2025-06-09,30m,tas_cross_status_V230624,0轴上金叉第3次,0轴上金叉第3次_0轴上死叉第3次_任意,1.921622,1.9405232,1.9196324,1.93157
STATE-A52AA78D99B5F894,SIG-DAILY-93BA325393A0F9B9,2025-06-10,daily,tas_macd_bs1_V230411,顶背驰,顶背驰_任意_任意,1.93157,1.9328964,1.9040472,1.9156532
STATE-61095EABC56E27D9,SIG-30M-7DC1FE61B6083F16,2025-07-08,30m,tas_cross_status_V230624,0轴上金叉第3次,0轴上金叉第3次_0轴上死叉第3次_任意,1.9733516,2.0025324,1.9723568,1.9998796
STATE-61095EABC56E27D9,SIG-30M-7DC1FE61B6083F16,2025-07-17,30m,tas_cross_status_V230624,0轴上金叉第3次,0轴上金叉第3次_0轴上死叉第3次_任意,2.01447,2.0386768,2.0124804,2.0380136
STATE-0D5CA2C52F0EA4EC,SIG-30M-6EDAA2BC7B058FD0,2025-08-07,30m,cxt_overlap_V240612,压力,压力_顺畅笔顶分型_任意,2.1315248,2.1364988,2.1109656,2.1248928
STATE-61095EABC56E27D9,SIG-30M-7DC1FE61B6083F16,2025-08-15,30m,tas_cross_status_V230624,0轴上金叉第3次,0轴上金叉第3次_0轴上死叉第3次_任意,2.1557316,2.2094508,2.1534104,2.2077928
STATE-A52AA78D99B5F894,SIG-DAILY-93BA325393A0F9B9,2025-09-16,daily,tas_macd_bs1_V230411,顶背驰,顶背驰_任意_任意,2.3968048,2.4186904,2.375914,2.4147112
STATE-A52AA78D99B5F894,SIG-DAILY-93BA325393A0F9B9,2025-09-19,daily,tas_macd_bs1_V230411,顶背驰,顶背驰_任意_任意,2.4137164,2.4293016,2.3974680000000004,2.4077476
STATE-A52AA78D99B5F894,SIG-DAILY-93BA325393A0F9B9,2025-09-26,daily,tas_macd_bs1_V230411,顶背驰,顶背驰_任意_任意,2.4541716,2.472078,2.4316228,2.4326176
STATE-A52AA78D99B5F894,SIG-DAILY-93BA325393A0F9B9,2025-10-10,daily,tas_macd_bs1_V230411,顶背驰,顶背驰_任意_任意,2.5238076,2.5264604,2.4800364,2.488658
STATE-0D5CA2C52F0EA4EC,SIG-30M-6EDAA2BC7B058FD0,2025-10-21,30m,cxt_overlap_V240612,压力,压力_顺畅笔底分型_任意,2.3815512,2.419022,2.3798932,2.414048
STATE-0D5CA2C52F0EA4EC,SIG-30M-6EDAA2BC7B058FD0,2025-10-28,30m,cxt_overlap_V240612,压力,压力_顺畅笔顶分型_任意,2.4763888,2.4916424,2.457156,2.4674356
STATE-0D5CA2C52F0EA4EC,SIG-30M-6EDAA2BC7B058FD0,2025-11-13,30m,cxt_overlap_V240612,压力,压力_顺畅笔顶分型_任意,2.4329492,2.4806996,2.4329492,2.475394
STATE-25B722E7D5716B00,SIG-DAILY-7F321044E87FE70C,2025-11-20,daily,bar_triple_V230506,三连跌,三连跌_量柱无序_任意,2.410732,2.4183588,2.3752508000000003,2.377572
STATE-0D5CA2C52F0EA4EC,SIG-30M-6EDAA2BC7B058FD0,2025-12-08,30m,cxt_overlap_V240612,压力,压力_顺畅笔顶分型_任意,2.4001208000000003,2.422338,2.3971364,2.4133848
STATE-0D5CA2C52F0EA4EC,SIG-30M-6EDAA2BC7B058FD0,2025-12-19,30m,cxt_overlap_V240612,压力,压力_顺畅笔顶分型_任意,2.4001208000000003,2.4266488,2.3977996,2.4160376
STATE-61095EABC56E27D9,SIG-30M-7DC1FE61B6083F16,2026-01-09,30m,tas_cross_status_V230624,0轴上金叉第3次,0轴上金叉第3次_0轴上死叉第3次_任意,2.6607584,2.7267468000000004,2.6604268,2.7244256
STATE-61095EABC56E27D9,SIG-30M-7DC1FE61B6083F16,2026-01-14,30m,tas_cross_status_V230624,0轴上金叉第3次,0轴上金叉第3次_0轴上死叉第4次_任意,2.7549328,2.8305376,2.7357,2.773834
STATE-0D5CA2C52F0EA4EC,SIG-30M-6EDAA2BC7B058FD0,2026-02-11,30m,cxt_overlap_V240612,压力,压力_顺畅笔顶分型_任意,2.7914055,2.8254837000000004,2.7914055,2.8101151
STATE-61095EABC56E27D9,SIG-30M-7DC1FE61B6083F16,2026-02-25,30m,tas_cross_status_V230624,0轴上金叉第3次,0轴上金叉第3次_0轴上死叉第3次_任意,2.833168,2.8842853,2.8328339,2.8739282000000004
STATE-0D5CA2C52F0EA4EC,SIG-30M-6EDAA2BC7B058FD0,2026-03-09,30m,cxt_overlap_V240612,压力,压力_顺畅笔底分型_任意,2.7723618,2.799758,2.7142284,2.7917396
STATE-25B722E7D5716B00,SIG-DAILY-7F321044E87FE70C,2026-04-02,daily,bar_triple_V230506,三连跌,三连跌_量柱无序_任意,2.5962911,2.6089869,2.5455079,2.5632152
STATE-61095EABC56E27D9,SIG-30M-7DC1FE61B6083F16,2026-04-15,30m,tas_cross_status_V230624,0轴上金叉第3次,0轴上金叉第3次_0轴上死叉第4次_任意,2.7463020000000005,2.7513135,2.7045395,2.7098851
STATE-61095EABC56E27D9,SIG-30M-7DC1FE61B6083F16,2026-06-24,30m,tas_cross_status_V230624,0轴上金叉第3次,0轴上金叉第3次_0轴上死叉第3次_任意,2.9320616,3.0052295,2.9253796000000003,3.0018885
STATE-A52AA78D99B5F894,SIG-DAILY-93BA325393A0F9B9,2026-06-26,daily,tas_macd_bs1_V230411,顶背驰,顶背驰_任意_任意,3.0089046,3.0289506000000004,2.9384095,2.9604601
STATE-A52AA78D99B5F894,SIG-DAILY-93BA325393A0F9B9,2026-07-02,daily,tas_macd_bs1_V230411,顶背驰,顶背驰_任意_任意,3.0373031,3.0373031,2.9444233000000004,2.9564509
STATE-0D5CA2C52F0EA4EC,SIG-30M-6EDAA2BC7B058FD0,2026-07-10,30m,cxt_overlap_V240612,压力,压力_顺畅笔底分型_任意,2.9420846,2.9845153,2.8936401,2.9060018000000003
STATE-A52AA78D99B5F894,SIG-DAILY-93BA325393A0F9B9,2026-07-13,daily,tas_macd_bs1_V230411,顶背驰,顶背驰_任意_任意,2.876601,2.8852876,2.7616706,2.7703572
STATE-25B722E7D5716B00,SIG-DAILY-7F321044E87FE70C,2026-08-03,daily,bar_triple_V230506,三连跌,三连跌_量柱无序_任意,2.5374861,2.557552,2.5225217,2.523542
STATE-61095EABC56E27D9,SIG-30M-7DC1FE61B6083F16,2026-08-13,30m,tas_cross_status_V230624,0轴上金叉第3次,0轴上金叉第3次_0轴上死叉第4次_任意,2.749708500000001,2.7714749,2.7136579000000003,2.713998
STATE-0D5CA2C52F0EA4EC,SIG-30M-6EDAA2BC7B058FD0,2026-08-28,30m,cxt_overlap_V240612,压力,压力_顺畅笔底分型_任意,2.707196,2.7221604,2.6912113,2.6946123
STATE-0D5CA2C52F0EA4EC,SIG-30M-6EDAA2BC7B058FD0,2026-09-02,30m,cxt_overlap_V240612,压力,压力_顺畅笔底分型_任意,2.6514196,2.6520998,2.6208106000000004,2.6361151
STATE-25B722E7D5716B00,SIG-DAILY-7F321044E87FE70C,2026-09-03,daily,bar_triple_V230506,三连跌,三连跌_依次缩量_任意,2.6497191000000004,2.6612825,2.6194502,2.6463181
