signal_date,source_event,champion_score,challenger_score,champion_target,challenger_target
2021-01-29,0.0,-0.059921892773203284,-0.04793751421856261,0.0,0.0
2021-02-01,0.0,-0.059921892773203284,-0.04793751421856261,0.0,0.0
2021-02-02,0.0,0.107498106534061,0.08599848522724883,0.0,0.0
2021-02-03,0.0,-0.15507432029491855,-0.12405945623593483,0.0,0.0
2021-02-04,0.0,-0.2502267478166339,-0.2001813982533071,0.0,0.0
2021-02-05,0.0,-0.059921892773203284,-0.04793751421856261,0.0,0.0
2021-02-08,0.0,-0.15507432029491855,-0.12405945623593483,0.0,0.0
2021-02-09,0.0,-0.03523053474851196,-0.028184427798809572,0.0,0.0
2021-02-10,0.0,-0.03523053474851196,-0.028184427798809572,0.0,0.0
2021-02-18,0.0,0.024239732452560094,0.01939178596204809,0.0,0.0
2021-02-19,0.0,0.00045162557213126314,0.0003613004577050147,0.0,0.0
2021-02-22,0.0,0.07091269506915526,0.05673015605532428,0.0,0.0
2021-02-23,0.0,0.07091269506915526,0.05673015605532428,0.0,0.0
2021-02-24,0.0,0.07091269506915526,0.05673015605532428,0.0,0.0
2021-02-25,0.0,-0.11939215997427535,-0.09551372797942025,0.0,0.0
2021-02-26,0.0,-0.11939215997427535,-0.09551372797942025,0.0,0.0
2021-03-01,0.0,0.07181594621341778,0.057452756970734244,0.0,0.0
2021-03-02,0.0,-0.047124588188726335,-0.03769967055098104,0.0,0.0
2021-03-03,0.0,0.07181594621341778,0.057452756970734244,0.0,0.0
2021-03-04,0.0,-0.09560405309384648,-0.07648324247507719,0.0,0.0
2021-03-05,0.0,-0.09560405309384648,-0.07648324247507719,0.0,0.0
2021-03-08,0.0,-0.21454458749599062,-0.17163566999679253,0.0,0.0
2021-03-09,0.0,-0.21454458749599062,-0.17163566999679253,0.0,0.0
2021-03-10,0.0,-0.09560405309384648,-0.07648324247507719,0.0,0.0
2021-03-11,0.0,-0.09560405309384648,-0.07648324247507719,0.0,0.0
2021-03-12,0.0,-0.047124588188726335,-0.03769967055098104,0.0,0.0
2021-03-15,0.0,-0.21454458749599062,-0.17163566999679253,0.0,0.0
2021-03-16,0.0,-0.09560405309384648,-0.07648324247507719,0.0,0.0
2021-03-17,0.0,-0.21454458749599062,-0.17163566999679253,0.0,0.0
2021-03-18,0.0,-0.047124588188726335,-0.03769967055098104,0.0,0.0
2021-03-19,0.0,-0.21454458749599062,-0.17163566999679253,0.0,0.0
2021-03-22,0.0,-0.16606512259087053,-0.13285209807269643,0.0,0.0
2021-03-23,0.0,-0.3087937638734435,-0.24703501109875478,0.0,0.0
2021-03-24,0.0,-0.5000018700611366,-0.4000014960489093,0.0,0.0
2021-03-25,0.0,-0.3572732287785636,-0.2858185830228509,0.0,0.0
2021-03-26,0.0,0.26212080125684833,0.20969664100547863,1.0,1.0
2021-03-29,0.0,0.26212080125684833,0.20969664100547863,1.0,1.0
2021-03-30,0.0,0.1431802668547042,0.11454421348376337,1.0,1.0
2021-03-31,0.0,0.1431802668547042,0.11454421348376337,1.0,1.0
2021-04-01,0.0,0.40484944253942123,0.323879554031537,1.0,1.0
2021-04-02,0.0,0.5951542975828519,0.47612343806628155,1.0,1.0
2021-04-06,0.0,0.5951542975828519,0.47612343806628155,1.0,1.0
2021-04-07,0.0,0.47621376318070774,0.3809710105445662,1.0,1.0
2021-04-08,0.0,0.47621376318070774,0.3809710105445662,1.0,1.0
2021-04-09,0.0,0.16606512259087053,0.13285209807269643,1.0,1.0
2021-04-12,0.0,-0.166968373735133,-0.13357469898810642,0.0,0.0
2021-04-13,0.0,-0.0480278393329889,-0.038422271466391114,0.0,0.0
2021-04-14,0.0,-0.0480278393329889,-0.038422271466391114,0.0,0.0
2021-04-15,0.0,0.166968373735133,0.13357469898810642,0.0,0.0
2021-04-16,0.0,0.30969701501770597,0.24775761201416474,1.0,1.0
2021-04-19,0.0,0.5000018700611366,0.4000014960489093,1.0,1.0
2021-04-20,0.0,0.5000018700611366,0.4000014960489093,1.0,1.0
2021-04-21,0.0,0.5358327060497825,0.428666164839826,1.0,1.0
2021-04-22,0.0,0.5951542975828519,0.47612343806628155,1.0,1.0
2021-04-23,0.0,0.5358327060497825,0.428666164839826,1.0,1.0
2021-04-26,0.0,0.5951542975828519,0.47612343806628155,1.0,1.0
2021-04-27,0.0,0.47621376318070774,0.3809710105445662,1.0,1.0
2021-04-28,0.0,0.5951542975828519,0.47612343806628155,1.0,1.0
2021-04-29,0.0,0.47621376318070774,0.3809710105445662,1.0,1.0
2021-04-30,0.0,0.47621376318070774,0.3809710105445662,1.0,1.0
2021-05-06,0.0,0.16606512259087053,0.13285209807269643,1.0,1.0
2021-05-07,0.0,0.07091269506915523,0.05673015605532422,1.0,1.0
2021-05-10,0.0,0.1184889088300129,0.09479112706401038,1.0,1.0
2021-05-11,0.0,0.1184889088300129,0.09479112706401038,1.0,1.0
2021-05-12,0.0,0.11939215997427542,0.0955137279794204,1.0,1.0
2021-05-13,0.0,0.11939215997427542,0.0955137279794204,1.0,1.0
2021-05-14,0.0,0.40484944253942123,0.32387955403153706,1.0,1.0
2021-05-17,0.0,0.5475780838219942,0.4380624670575954,1.0,1.0
2021-05-18,0.0,0.4286375494198501,0.34291003953588006,1.0,1.0
2021-05-19,0.0,0.4286375494198501,0.34291003953588006,1.0,1.0
2021-05-20,0.0,0.5475780838219942,0.4380624670575954,1.0,1.0
2021-05-21,0.0,0.33258187075387224,0.26606549660309786,1.0,1.0
2021-05-24,0.0,0.47621376318070774,0.3809710105445662,1.0,1.0
2021-05-25,0.0,0.40484944253942123,0.323879554031537,1.0,1.0
2021-05-26,0.0,0.40484944253942123,0.323879554031537,1.0,1.0
2021-05-27,0.0,0.5951542975828519,0.47612343806628155,1.0,1.0
2021-05-28,0.0,0.40484944253942123,0.323879554031537,1.0,1.0
2021-05-31,0.0,0.5951542975828519,0.47612343806628155,1.0,1.0
2021-06-01,0.0,0.5951542975828519,0.47612343806628155,1.0,1.0
2021-06-02,0.0,0.47621376318070774,0.3809710105445662,1.0,1.0
2021-06-03,0.0,0.3087937638734435,0.24703501109875478,1.0,1.0
2021-06-04,0.0,0.36841270674251814,0.2947301653940146,1.0,1.0
2021-06-07,0.0,0.5358327060497825,0.428666164839826,1.0,1.0
2021-06-08,0.0,0.3087937638734435,0.24703501109875478,1.0,1.0
2021-06-09,0.0,0.5951542975828519,0.47612343806628155,1.0,1.0
2021-06-10,0.0,0.5951542975828519,0.47612343806628155,1.0,1.0
2021-06-11,0.0,0.5000018700611366,0.4000014960489093,1.0,1.0
2021-06-15,0.0,0.40484944253942123,0.323879554031537,1.0,1.0
2021-06-16,0.0,0.023336481308297602,0.018669185046638073,0.0,0.0
2021-06-17,0.0,0.40484944253942123,0.323879554031537,1.0,1.0
2021-06-18,0.0,0.5951542975828519,0.47612343806628155,1.0,1.0
2021-06-21,0.0,0.5951542975828519,0.47612343806628155,1.0,1.0
2021-06-22,0.0,0.5951542975828519,0.47612343806628155,1.0,1.0
2021-06-23,0.0,0.5951542975828519,0.47612343806628155,1.0,1.0
2021-06-24,0.0,0.3087937638734435,0.24703501109875478,1.0,1.0
2021-06-25,0.0,0.47621376318070774,0.3809710105445662,1.0,1.0
2021-06-28,0.0,0.5951542975828519,0.47612343806628155,1.0,1.0
2021-06-29,0.0,0.5358327060497825,0.428666164839826,1.0,1.0
2021-06-30,0.0,0.5951542975828519,0.47612343806628155,1.0,1.0
2021-07-01,0.0,0.5951542975828519,0.47612343806628155,1.0,1.0
2021-07-02,0.0,0.16606512259087053,0.13285209807269643,1.0,1.0
2021-07-05,0.0,0.5951542975828519,0.47612343806628155,1.0,1.0
2021-07-06,0.0,0.023336481308297602,0.018669185046638073,0.0,0.0
2021-07-07,0.0,0.452425656300279,0.36194052504022317,1.0,1.0
2021-07-08,0.0,0.41704270576149105,0.3336341646091929,1.0,1.0
2021-07-09,0.0,0.41704270576149105,0.3336341646091929,1.0,1.0
2021-07-12,0.0,0.29810217135934697,0.2384817370874776,1.0,1.0
2021-07-13,0.0,0.13068217205208268,0.10454573764166616,1.0,1.0
2021-07-14,0.0,-0.08400920943548748,-0.06720736754839,0.0,0.0
2021-07-15,0.0,-0.2743140644789181,-0.2194512515831345,0.0,0.0
2021-07-16,0.0,-0.41704270576149105,-0.3336341646091928,0.0,0.0
2021-07-19,0.0,-0.41704270576149105,-0.3336341646091928,0.0,0.0
2021-07-20,0.0,-0.2981021713593469,-0.23848173708747755,0.0,0.0
2021-07-21,0.0,0.07181594621341773,0.057452756970734195,0.0,0.0
2021-07-22,0.0,0.09560405309384655,0.07648324247507725,0.0,0.0
2021-07-23,0.0,0.1431802668547042,0.11454421348376337,0.0,0.0
2021-07-26,0.0,0.07091269506915523,0.05673015605532422,0.0,0.0
2021-07-27,0.0,0.1422770157104417,0.11382161256835341,0.0,0.0
2021-07-28,0.0,0.011143218086227813,0.008914574468982306,0.0,0.0
2021-07-29,0.0,0.3926561793173515,0.3141249434538812,1.0,1.0
2021-07-30,0.0,0.3926561793173515,0.3141249434538812,1.0,1.0
2021-08-02,0.0,0.33333458778428204,0.2666676702274257,1.0,1.0
2021-08-03,0.0,0.08250753872751426,0.06600603098201144,1.0,1.0
2021-08-04,0.0,0.2737156449152074,0.21897251593216593,1.0,1.0
2021-08-05,0.0,0.3572732287785636,0.2858185830228509,1.0,1.0
2021-08-06,0.0,0.03537921041651463,0.028303368333211704,1.0,1.0
2021-08-09,0.0,-0.15537353007677399,-0.12429882406141922,0.0,0.0
2021-08-10,0.0,-0.13158542319634517,-0.10526833855707617,0.0,0.0
2021-08-11,0.0,-0.2743140644789181,-0.2194512515831345,0.0,0.0
2021-08-12,0.0,0.2023513242739209,0.16188105941913672,1.0,0.0
2021-08-13,0.0,-0.1791616369572028,-0.14332930956576218,1.0,0.0
2021-08-16,0.0,-0.4286375494198501,-0.34291003953588006,1.0,0.0
2021-08-17,0.0,-0.3572732287785636,-0.2858185830228509,0.0,0.0
2021-08-18,0.0,-0.3572732287785636,-0.2858185830228509,0.0,0.0
2021-08-19,0.0,-0.0709126950691552,-0.056730156055324145,0.0,0.0
2021-08-20,0.0,-0.1898532294712993,-0.15188258357703943,0.0,0.0
2021-08-23,0.0,0.07181594621341773,0.05745275697073421,0.0,0.0
2021-08-24,0.0,0.21454458749599065,0.17163566999679253,1.0,0.0
2021-08-25,0.0,-0.26212080125684833,-0.20969664100547863,1.0,0.0
2021-08-26,0.0,-0.07181594621341772,-0.0574527569707341,1.0,0.0
2021-08-27,0.0,-0.07181594621341772,-0.0574527569707341,0.0,0.0
2021-08-30,0.0,-0.07181594621341772,-0.0574527569707341,0.0,0.0
2021-08-31,0.0,0.1184889088300129,0.09479112706401038,0.0,0.0
2021-09-01,1.0,-0.16696837373513299,0.06642530101189364,0.0,0.0
2021-09-02,0.0,-0.16696837373513299,-0.13357469898810637,0.0,0.0
2021-09-03,0.0,-0.16696837373513299,-0.13357469898810637,0.0,0.0
2021-09-06,0.0,0.11939215997427542,0.0955137279794204,0.0,0.0
2021-09-07,0.0,0.11939215997427542,0.0955137279794204,0.0,0.0
2021-09-08,0.0,-0.16696837373513299,-0.13357469898810637,0.0,0.0
2021-09-09,0.0,-0.16696837373513299,-0.13357469898810637,0.0,0.0
2021-09-10,0.0,0.14318026685470425,0.11454421348376344,0.0,0.0
2021-09-13,0.0,-0.16696837373513299,-0.13357469898810637,0.0,0.0
2021-09-14,0.0,-0.04802783933298885,-0.038422271466391045,0.0,0.0
2021-09-15,0.0,-0.16696837373513299,-0.13357469898810637,0.0,0.0
2021-09-16,0.0,-0.16696837373513299,-0.13357469898810637,0.0,0.0
2021-09-17,0.0,-0.16696837373513299,-0.13357469898810637,0.0,0.0
2021-09-22,0.0,-0.04802783933298885,-0.038422271466391045,0.0,0.0
2021-09-23,0.0,0.11939215997427542,0.0955137279794204,0.0,0.0
2021-09-24,0.0,0.11939215997427542,0.0955137279794204,0.0,0.0
2021-09-27,0.0,0.14318026685470425,0.11454421348376342,0.0,0.0
2021-09-28,0.0,-0.21454458749599065,-0.17163566999679256,0.0,0.0
2021-09-29,0.0,-0.21454458749599065,-0.17163566999679256,0.0,0.0
2021-09-30,0.0,0.11939215997427538,0.09551372797942032,0.0,0.0
2021-10-08,0.0,0.09560405309384655,0.07648324247507723,0.0,0.0
2021-10-11,0.0,-0.21454458749599065,-0.17163566999679253,0.0,0.0
2021-10-12,0.0,0.07091269506915526,0.05673015605532422,0.0,0.0
2021-10-13,0.0,0.1898532294712994,0.15188258357703954,1.0,0.0
2021-10-14,0.0,0.1898532294712994,0.15188258357703954,1.0,0.0
2021-10-15,0.0,0.30969701501770597,0.24775761201416482,1.0,1.0
2021-10-18,0.0,0.04802783933298896,0.038422271466391184,1.0,1.0
2021-10-19,0.0,-0.04712458818872642,-0.037699670550981196,0.0,1.0
2021-10-20,0.0,0.26212080125684833,0.20969664100547863,1.0,1.0
2021-10-21,0.0,0.0709126950691552,0.056730156055324145,1.0,1.0
2021-10-22,0.0,0.3572732287785636,0.2858185830228509,1.0,1.0
2021-10-25,1.0,0.3572732287785636,0.4858185830228509,1.0,1.0
2021-10-26,0.0,0.3572732287785636,0.2858185830228509,1.0,1.0
2021-10-27,0.0,-0.21454458749599065,-0.17163566999679253,0.0,0.0
2021-10-28,0.0,-0.21454458749599065,-0.17163566999679253,0.0,0.0
2021-10-29,1.0,0.5475780838219942,0.6380624670575954,1.0,1.0
2021-11-01,0.0,0.3572732287785636,0.2858185830228509,1.0,1.0
2021-11-02,0.0,0.2979516372454942,0.23836130979639536,1.0,1.0
2021-11-03,0.0,0.48825649228892487,0.3906051938311399,1.0,1.0
2021-11-04,0.0,0.3572732287785636,0.2858185830228509,1.0,1.0
2021-11-05,0.0,0.2612175501125858,0.20897404009006865,1.0,1.0
2021-11-08,0.0,0.3208364929816605,0.2566691943853284,1.0,1.0
2021-11-09,0.0,0.3572732287785636,0.2858185830228509,1.0,1.0
2021-11-10,0.0,0.23833269437641946,0.19066615550113558,1.0,1.0
2021-11-11,0.0,0.3572732287785636,0.2858185830228509,1.0,1.0
2021-11-12,0.0,0.4168921716476383,0.3335137373181106,1.0,1.0
2021-11-15,0.0,0.23833269437641946,0.19066615550113558,1.0,1.0
2021-11-16,0.0,0.2612175501125858,0.20897404009006865,1.0,1.0
2021-11-17,0.0,0.2979516372454942,0.23836130979639536,1.0,1.0
2021-11-18,0.0,0.0709126950691552,0.056730156055324145,1.0,1.0
2021-11-19,0.0,0.2265873166042077,0.18126985328336612,1.0,1.0
2021-11-22,0.0,0.6071970266910689,0.48575762135285516,1.0,1.0
2021-11-23,0.0,0.4286375494198501,0.34291003953588006,1.0,1.0
2021-11-24,0.0,0.4286375494198501,0.34291003953588006,1.0,1.0
2021-11-25,0.0,0.5475780838219942,0.43806246705759544,1.0,1.0
2021-11-26,0.0,0.3208364929816605,0.2566691943853284,1.0,1.0
2021-11-29,0.0,0.5475780838219942,0.43806246705759544,1.0,1.0
2021-11-30,0.0,0.48825649228892487,0.3906051938311399,1.0,1.0
2021-12-01,0.0,0.1781078516990876,0.1424862813592701,1.0,1.0
2021-12-02,0.0,-0.16696837373513299,-0.13357469898810637,0.0,0.0
2021-12-03,0.0,0.24947217234037405,0.19957773787229932,1.0,1.0
2021-12-06,0.0,0.02333648130829763,0.018669185046638115,1.0,1.0
2021-12-07,0.0,0.02333648130829763,0.018669185046638115,1.0,1.0
2021-12-08,0.0,-0.04802783933298885,-0.038422271466391045,0.0,0.0
2021-12-09,0.0,0.11939215997427542,0.0955137279794204,0.0,0.0
2021-12-10,0.0,0.40484944253942123,0.32387955403153706,1.0,1.0
2021-12-13,0.0,0.40484944253942123,0.32387955403153706,1.0,1.0
2021-12-14,0.0,0.14318026685470425,0.11454421348376344,1.0,1.0
2021-12-15,0.0,-0.07181594621341772,-0.0574527569707341,0.0,0.0
2021-12-16,0.0,-0.012197003344342955,-0.00975760267547432,0.0,0.0
2021-12-17,0.0,0.23742944323215703,0.18994355458572568,1.0,1.0
2021-12-20,0.0,0.1184889088300129,0.09479112706401038,1.0,1.0
2021-12-21,0.0,0.1184889088300129,0.09479112706401038,1.0,1.0
2021-12-22,1.0,0.14227701571044177,0.31382161256835345,1.0,1.0
2021-12-23,0.0,0.02333648130829763,0.018669185046638115,0.0,0.0
2021-12-24,0.0,0.02333648130829763,0.018669185046638115,0.0,0.0
2021-12-27,0.0,-0.16696837373513299,-0.1335746989881064,0.0,0.0
2021-12-28,0.0,0.0004516255721313256,0.0003613004577050771,0.0,0.0
2021-12-29,0.0,-0.16696837373513299,-0.1335746989881064,0.0,0.0
2021-12-30,0.0,0.26212080125684833,0.20969664100547872,1.0,1.0
2021-12-31,0.0,0.21454458749599065,0.17163566999679253,1.0,1.0
2022-01-04,0.0,0.14227701571044177,0.11382161256835344,1.0,1.0
2022-01-05,0.0,-0.16696837373513299,-0.13357469898810637,0.0,0.0
2022-01-06,0.0,-0.16696837373513299,-0.13357469898810637,0.0,0.0
2022-01-07,0.0,-0.16696837373513299,-0.13357469898810637,0.0,0.0
2022-01-10,0.0,-0.16696837373513299,-0.13357469898810637,0.0,0.0
2022-01-11,0.0,-0.04802783933298885,-0.038422271466391045,0.0,0.0
2022-01-12,0.0,0.11939215997427542,0.0955137279794204,0.0,0.0
2022-01-13,0.0,0.059317851410796235,0.04745428112863703,0.0,0.0
2022-01-14,0.0,0.024239732452560142,0.019391785962048123,0.0,0.0
2022-01-17,0.0,0.27431406447891815,0.21945125158313455,1.0,1.0
2022-01-18,0.0,0.41704270576149105,0.33363416460919293,1.0,1.0
2022-01-19,0.0,0.29810217135934697,0.2384817370874776,1.0,1.0
2022-01-20,0.0,-0.012046469230490242,-0.009637175384392183,0.0,0.0
2022-01-21,0.0,-0.11939215997427535,-0.09551372797942029,0.0,0.0
2022-01-24,0.0,-0.00045162557213121457,-0.0003613004577049661,0.0,0.0
2022-01-25,0.0,-0.2621208012568482,-0.20969664100547863,0.0,0.0
2022-01-26,0.0,-0.2621208012568482,-0.20969664100547863,0.0,0.0
2022-01-27,0.0,-0.2621208012568482,-0.20969664100547863,0.0,0.0
2022-01-28,0.0,-0.1431802668547041,-0.11454421348376331,0.0,0.0
2022-02-07,0.0,-0.1431802668547041,-0.11454421348376331,0.0,0.0
2022-02-08,0.0,-0.2621208012568482,-0.20969664100547863,0.0,0.0
2022-02-09,0.0,-0.1431802668547041,-0.11454421348376331,0.0,0.0
2022-02-10,0.0,-0.2621208012568482,-0.20969664100547863,0.0,0.0
2022-02-11,0.0,-0.2621208012568482,-0.20969664100547863,0.0,0.0
2022-02-14,0.0,-0.2621208012568482,-0.20969664100547863,0.0,0.0
2022-02-15,0.0,0.07181594621341778,0.057452756970734244,0.0,0.0
2022-02-16,0.0,0.07181594621341778,0.057452756970734244,0.0,0.0
2022-02-17,0.0,0.2145445874959907,0.17163566999679258,1.0,0.0
2022-02-18,0.0,0.23833269437641952,0.19066615550113564,1.0,1.0
2022-02-21,0.0,-0.07181594621341772,-0.05745275697073415,1.0,1.0
2022-02-22,0.0,-0.07181594621341772,-0.05745275697073415,0.0,1.0
2022-02-23,0.0,0.5000018700611366,0.4000014960489093,1.0,1.0
2022-02-24,0.0,0.28590890813727715,0.22872712650982174,1.0,1.0
2022-02-25,0.0,0.5475780838219942,0.43806246705759544,1.0,1.0
2022-02-28,0.0,0.48825649228892487,0.3906051938311399,1.0,1.0
2022-03-01,0.0,0.48825649228892487,0.3906051938311399,1.0,1.0
2022-03-02,0.0,0.3801580845147299,0.30412646761178397,1.0,1.0
2022-03-03,0.0,-0.02423973245256003,-0.01939178596204802,0.0,0.0
2022-03-04,0.0,0.09470080194958407,0.07576064155966727,0.0,0.0
2022-03-07,0.0,-0.02423973245256003,-0.01939178596204802,0.0,0.0
2022-03-08,0.0,-0.16696837373513299,-0.13357469898810637,0.0,0.0
2022-03-09,0.0,-0.16696837373513299,-0.13357469898810637,0.0,0.0
2022-03-10,0.0,-0.15477511051306317,-0.12382008841045053,0.0,0.0
2022-03-11,0.0,0.012644888794201115,0.010115911035360907,0.0,0.0
2022-03-14,0.0,-0.15477511051306317,-0.12382008841045053,0.0,0.0
2022-03-15,0.0,-0.2621208012568482,-0.20969664100547863,0.0,0.0
2022-03-16,0.0,-0.2621208012568482,-0.20969664100547863,0.0,0.0
2022-03-17,0.0,0.13158542319634522,0.10526833855707621,0.0,0.0
2022-03-18,0.0,0.15537353007677404,0.12429882406141926,0.0,0.0
2022-03-21,0.0,0.41704270576149105,0.33363416460919293,1.0,1.0
2022-03-22,0.0,-0.012046469230490242,-0.009637175384392183,1.0,1.0
2022-03-23,0.0,0.29810217135934697,0.2384817370874776,1.0,1.0
2022-03-24,0.0,-0.012046469230490242,-0.009637175384392183,0.0,0.0
2022-03-25,0.0,-0.21454458749599065,-0.17163566999679253,0.0,0.0
2022-03-28,0.0,-0.16696837373513299,-0.13357469898810637,0.0,0.0
2022-03-29,0.0,-0.16696837373513299,-0.13357469898810637,0.0,0.0
2022-03-30,0.0,0.0004516255721313256,0.0003613004577050563,0.0,0.0
2022-03-31,0.0,-0.16696837373513299,-0.13357469898810637,0.0,0.0
2022-04-01,0.0,-0.16696837373513299,-0.13357469898810637,0.0,0.0
2022-04-06,0.0,-0.2621208012568482,-0.20969664100547863,0.0,0.0
2022-04-07,0.0,-0.2621208012568482,-0.20969664100547863,0.0,0.0
2022-04-08,0.0,-0.2621208012568482,-0.20969664100547863,0.0,0.0
2022-04-11,0.0,-0.2621208012568482,-0.20969664100547863,0.0,0.0
2022-04-12,0.0,-0.2621208012568482,-0.20969664100547863,0.0,0.0
2022-04-13,0.0,-0.2621208012568482,-0.20969664100547863,0.0,0.0
2022-04-14,0.0,-0.1431802668547041,-0.11454421348376331,0.0,0.0
2022-04-15,0.0,-0.2621208012568482,-0.20969664100547863,0.0,0.0
2022-04-18,0.0,0.024239732452560142,0.019391785962048123,0.0,0.0
2022-04-19,0.0,-0.094700801949584,-0.07576064155966716,0.0,0.0
2022-04-20,0.0,-0.2621208012568482,-0.20969664100547863,0.0,0.0
2022-04-21,0.0,-0.2621208012568482,-0.20969664100547863,0.0,0.0
2022-04-22,0.0,-0.2621208012568482,-0.20969664100547863,0.0,0.0
2022-04-25,0.0,-0.2621208012568482,-0.20969664100547863,0.0,0.0
2022-04-26,0.0,-0.2621208012568482,-0.20969664100547863,0.0,0.0
2022-04-27,0.0,-0.2621208012568482,-0.20969664100547863,0.0,0.0
2022-04-28,0.0,-0.094700801949584,-0.07576064155966716,0.0,0.0
2022-04-29,0.0,0.16696837373513307,0.13357469898810648,0.0,0.0
2022-05-05,0.0,0.30969701501770597,0.24775761201416482,1.0,1.0
2022-05-06,0.0,0.28590890813727715,0.22872712650982174,1.0,1.0
2022-05-09,0.0,0.40484944253942123,0.323879554031537,1.0,1.0
2022-05-10,0.0,0.452425656300279,0.3619405250402231,1.0,1.0
2022-05-11,0.0,0.5475780838219942,0.43806246705759544,1.0,1.0
2022-05-12,0.0,0.4286375494198501,0.34291003953588006,1.0,1.0
2022-05-13,0.0,0.5475780838219942,0.43806246705759544,1.0,1.0
2022-05-16,0.0,0.2612175501125858,0.20897404009006865,1.0,1.0
2022-05-17,0.0,0.48825649228892487,0.3906051938311399,1.0,1.0
2022-05-18,0.0,0.5475780838219942,0.43806246705759544,1.0,1.0
2022-05-19,0.0,0.4286375494198501,0.34291003953588006,1.0,1.0
2022-05-20,0.0,0.5475780838219942,0.43806246705759544,1.0,1.0
2022-05-23,0.0,0.4286375494198501,0.34291003953588006,1.0,1.0
2022-05-24,0.0,0.11848890883001288,0.0947911270640103,1.0,1.0
2022-05-25,0.0,0.11848890883001288,0.0947911270640103,1.0,1.0
2022-05-26,0.0,0.11848890883001288,0.0947911270640103,1.0,1.0
2022-05-27,0.0,0.21364133635172816,0.17091306908138254,1.0,1.0
2022-05-30,0.0,0.3810613356589925,0.304849068527194,1.0,1.0
2022-05-31,0.0,0.5475780838219942,0.4380624670575954,1.0,1.0
2022-06-01,0.0,0.5475780838219942,0.4380624670575954,1.0,1.0
2022-06-02,0.0,0.5475780838219942,0.4380624670575954,1.0,1.0
2022-06-06,0.0,0.5475780838219942,0.4380624670575954,1.0,1.0
2022-06-07,0.0,0.4286375494198501,0.34291003953588006,1.0,1.0
2022-06-08,1.0,0.5237899769415654,0.6190319815532523,1.0,1.0
